기준일자,기준시,전력사용량(MWh),datetime,기온(°C),강수량(mm),풍속(m/s),습도(%),일사(MJ/m2),전운량(10분위),미세먼지(PM10),초미세먼지(PM25),hour,dayofweek,month,is_weekend,is_holiday,is_off,CDD,HDD,lag_24,lag_168,rolling_24h,체감온도,불쾌지수,태양광추정
2023-07-03,1,4197,2023-07-03 1:00,25.2,,0.9,86,,3,19.975,12.975,1,0,7,0,0,0,7.2,0,4229,4004,4962.333333,24.3488,75.27588,0
2023-07-03,2,3826,2023-07-03 2:00,24.8,,1,88,,1,19.6,12,2,0,7,0,0,0,6.8,0,3852,3660,4961,24.0896,74.80256,0
2023-07-03,3,3591,2023-07-03 3:00,24.4,,0.8,90,,0,20.625,12.225,3,0,7,0,0,0,6.4,0,3591,3440,4959.916667,23.824,74.3134,0
2023-07-03,4,3458,2023-07-03 4:00,24.3,,0.8,91,,0,20.025,12.325,4,0,7,0,0,0,6.3,0,3426,3317,4959.916667,23.7852,74.23397,0
2023-07-03,5,3461,2023-07-03 5:00,24.2,,1.3,93,,6,21.475,12.9,5,0,7,0,0,0,6.2,0,3369,3303,4961.25,23.8024,74.24224,0
2023-07-03,6,3757,2023-07-03 6:00,24.2,,1.6,93,0.06,8,22.025,12.5,6,0,7,0,0,0,6.2,0,3437,3539,4965.083333,23.8024,74.24224,0.0108
2023-07-03,7,4462,2023-07-03 7:00,24.8,,1.2,92,0.28,8,24.4,13.575,7,0,7,0,0,0,6.8,0,3674,4148,4978.416667,24.3264,75.18504,0.0504
2023-07-03,8,5433,2023-07-03 8:00,25.6,,2,88,0.49,7,25.325,14.5,8,0,7,0,0,0,7.6,0,3989,4992,5011.25,24.8512,76.14752,0.0882
2023-07-03,9,6442,2023-07-03 9:00,27.7,,2.1,84,1.52,8,28.25,16.125,9,0,7,0,0,0,9.7,0,4413,5840,5071.416667,26.5672,79.18072,0.2736
2023-07-03,10,7230,2023-07-03 10:00,29.1,,2,74,2.06,6,29.4,17.325,10,0,7,0,0,0,11.1,0,4916,6450,5155.958333,27.1136,80.09706,0.3708
2023-07-03,11,7677,2023-07-03 11:00,30.6,,1.7,66,2.95,4,32.375,19.925,11,0,7,0,0,0,12.6,0,5352,6768,5252.375,27.7984,81.18664,0.531
2023-07-03,12,7868,2023-07-03 12:00,31.1,,1,64,2.08,6,32.02564103,20.74358974,12,0,7,0,0,0,13.1,0,5568,6848,5349.25,28.0616,81.60236,0.3744
2023-07-03,13,7992,2023-07-03 13:00,32.3,,1.9,60,3.1,6,35.13513514,23.23684211,13,0,7,0,0,0,14.3,0,5739,6876,5445.083333,28.732,82.6552,0.558
2023-07-03,14,8137,2023-07-03 14:00,33.6,,1.7,55,3.38,4,36.48717949,23.20512821,14,0,7,0,0,0,15.6,0,5850,6902,5538.958333,29.352,83.5667,0.6084
2023-07-03,15,8186,2023-07-03 15:00,34.2,,2.3,48,3.07,4,39.73684211,24.25641026,15,0,7,0,0,0,16.2,0,5872,6859,5634.25,29.1664,83.05864,0.5526
2023-07-03,16,8170,2023-07-03 16:00,34.7,,3,48,2.9,5,40.94871795,25.12820513,16,0,7,0,0,0,16.7,0,5876,6791,5730.666667,29.5624,83.70124,0.522
2023-07-03,17,8135,2023-07-03 17:00,34.6,,1.9,42,2.21,1,42.53846154,25.46153846,17,0,7,0,0,0,16.6,0,5960,6846,5826.25,28.8928,82.41688,0.3978
2023-07-03,18,8033,2023-07-03 18:00,33.4,,2.6,53,0.77,3,43.68421053,27.05128205,18,0,7,0,0,0,15.4,0,6065,6789,5916.875,29.0008,82.93428,0.1386
2023-07-03,19,7670,2023-07-03 19:00,31.8,,2.2,62,0.44,4,44.51351351,28.65789474,19,0,7,0,0,0,13.8,0,6150,6450,5998.875,28.4864,82.28304,0.0792
2023-07-03,20,7439,2023-07-03 20:00,30.9,,2.5,65,0.03,4,45.60526316,29.52631579,20,0,7,0,0,0,12.9,0,6147,6233,6062.208333,27.974,81.46965,0.0054
2023-07-03,21,7052,2023-07-03 21:00,29.9,,1.9,69,,2,44.64102564,30.43589744,21,0,7,0,0,0,11.9,0,6001,5939,6116.041667,27.4324,80.60059,0
2023-07-03,22,6485,2023-07-03 22:00,29.2,,1.9,73,,4,43.23076923,30.41025641,22,0,7,0,0,0,11.2,0,5674,5488,6159.833333,27.1264,80.11214,0
2023-07-03,23,5829,2023-07-03 23:00,28.6,,1.9,73,,6,42.61538462,30.79487179,23,0,7,0,0,0,10.6,0,5214,4991,6193.625,26.5912,79.19252,0
2023-07-03,24,5232,2023-07-04 0:00,28,,2.3,75,,8,40.79487179,29.79487179,0,1,7,0,0,0,10,0,4732,4554,6219.25,26.2,78.5275,0
2023-07-04,1,4636,2023-07-04 1:00,27.5,,1.2,75,,9,41.82051282,30.20512821,1,1,7,0,0,0,9.5,0,4197,4078,6240.083333,25.75,77.75125,0
2023-07-04,2,4162,2023-07-04 2:00,27.2,,2.1,77,,10,42.61538462,31.53846154,2,1,7,0,0,0,9.2,0,3826,3696,6258.375,25.6176,77.52426,0
2023-07-04,3,3894,2023-07-04 3:00,26.5,,2.3,82,,9,48.1025641,35.76923077,3,1,7,0,0,0,8.5,0,3591,3474,6272.375,25.312,76.9859,0
2023-07-04,4,3733,2023-07-04 4:00,26,,1.4,84,,6,46.84615385,36,4,1,7,0,0,0,8,0,3458,3349,6285,24.976,76.39,0
2023-07-04,5,3714,2023-07-04 5:00,25.7,,0.6,85,,7,47.41025641,36.48717949,5,1,7,0,0,0,7.7,0,3461,3328,6296.458333,24.758,76.00205,0
2023-07-04,6,3965,2023-07-04 6:00,25.6,,0.9,86,0.03,9,45.35897436,34.33333333,6,1,7,0,0,0,7.6,0,3757,3556,6307,24.7264,75.94044,0.0054
2023-07-04,7,4652,2023-07-04 7:00,26.1,,2.4,85,0.2,9,46.63157895,34.69230769,7,1,7,0,0,0,8.1,0,4462,4132,6315.666667,25.134,76.66265,0.036
2023-07-04,8,5627,2023-07-04 8:00,26.5,,2.7,81,0.35,10,47.02564103,35.25641026,8,1,7,0,0,0,8.5,0,5433,4910,6323.583333,25.246,76.87345,0.063
2023-07-04,9,6582,2023-07-04 9:00,27.3,,2.5,77,0.8,10,48.33333333,35.71794872,9,1,7,0,0,0,9.3,0,6442,5713,6331.666667,25.7084,77.68149,0.144
2023-07-04,10,7237,2023-07-04 10:00,27.7,,2.3,77,0.66,10,45.71052632,32.71052632,10,1,7,0,0,0,9.7,0,7230,6333,6337.5,26.0716,78.31041,0.1188
2023-07-04,11,7621,2023-07-04 11:00,28.7,,2.7,72,1.23,10,45.10810811,31.94594595,11,1,7,0,0,0,10.7,0,7677,6639,6337.791667,26.6056,79.21156,0.2214
2023-07-04,12,7721,2023-07-04 12:00,28.7,,3.5,73,0.7,10,42.7027027,30.91891892,12,1,7,0,0,0,10.7,0,7868,6578,6335.458333,26.6804,79.34579,0.126
2023-07-04,13,7741,2023-07-04 13:00,29.1,0,3,69,1.12,10,41.86486486,30.27027027,13,1,7,0,0,0,11.1,0,7992,6816,6329.333333,26.7316,79.40611,0.2016
2023-07-04,14,7721,2023-07-04 14:00,26.9,0.2,3.9,86,0.36,10,39.51351351,28.02777778,14,1,7,0,0,0,8.9,0,8137,6928,6318.875,25.9536,78.10026,0.0648
2023-07-04,15,7551,2023-07-04 15:00,25.7,3.2,3,93,0.24,10,36,25.19444444,15,1,7,0,0,0,7.7,0,8186,6944,6301.541667,25.2604,76.83829,0.0432
2023-07-04,16,7386,2023-07-04 16:00,25.2,7,2.9,96,0.13,10,24.27027027,14.91891892,16,1,7,0,0,0,7.2,0,8170,6586,6275.083333,24.9568,76.27168,0.0234
2023-07-04,17,7336,2023-07-04 17:00,25.2,2.3,2,93,0.09,10,15.86111111,10.08108108,17,1,7,0,0,0,7.2,0,8135,6853,6242.416667,24.7744,75.97294,0.0162
2023-07-04,18,7257,2023-07-04 18:00,25.2,0.2,2.2,92,0.12,10,10.1025641,5.333333333,18,1,7,0,0,0,7.2,0,8033,6796,6209.125,24.7136,75.87336,0.0216
2023-07-04,19,6949,2023-07-04 19:00,25,7.2,1.9,97,0.04,10,10.12820513,4.641025641,19,1,7,0,0,0,7,0,7670,6454,6176.791667,24.82,76.0172,0.0072
2023-07-04,20,6733,2023-07-04 20:00,24.6,24.5,2.3,99,0.01,10,10.71794872,5.525,20,1,7,0,0,0,6.6,0,7439,6228,6146.75,24.5416,75.49636,0.0018
2023-07-04,21,6401,2023-07-04 21:00,24.6,14.7,1.1,96,,10,9.842105263,4.6,21,1,7,0,0,0,6.6,0,7052,5924,6117.333333,24.3664,75.21544,0
2023-07-04,22,5926,2023-07-04 22:00,24.7,1.2,2.7,98,,10,7.743589744,2.925,22,1,7,0,0,0,6.7,0,6485,5470,6090.208333,24.5824,75.58074,0
2023-07-04,23,5384,2023-07-04 23:00,24.8,0.5,2.1,95,,10,7.525,2.925,23,1,7,0,0,0,6.8,0,5829,5036,6066.916667,24.504,75.4719,0
2023-07-04,24,4895,2023-07-05 0:00,24.8,0.8,2.7,95,,10,8.75,3.7,0,2,7,0,0,0,6.8,0,5232,4605,6048.375,24.504,75.4719,0
2023-07-05,1,4390,2023-07-05 1:00,24.6,10.3,3.4,99,,10,9.846153846,5.425,1,2,7,0,0,0,6.6,0,4636,4152,6034.333333,24.5416,75.49636,0
2023-07-05,2,3994,2023-07-05 2:00,24.7,4.5,5,97,,10,8.375,4.45,2,2,7,0,0,0,6.7,0,4162,3762,6024.083333,24.5236,75.48611,0
2023-07-05,3,3775,2023-07-05 3:00,24.3,0.3,6.1,96,,10,11.5,6.6,3,2,7,0,0,0,6.3,0,3894,3544,6017.083333,24.0712,74.68732,0
2023-07-05,4,3626,2023-07-05 4:00,23.8,0.1,3.9,95,,10,19.8,11.525,4,2,7,0,0,0,5.8,0,3733,3419,6012.125,23.524,73.7214,0
2023-07-05,5,3578,2023-07-05 5:00,22.6,0.1,4.4,94,,10,21.75,11.425,5,2,7,0,0,0,4.6,0,3714,3405,6007.666667,22.2976,71.54696,0
2023-07-05,6,3789,2023-07-05 6:00,22.2,0,4.6,96,0,10,18.85,7.35,6,2,7,0,0,0,4.2,0,3965,3643,6002,22.0048,70.99048,0
2023-07-05,7,4395,2023-07-05 7:00,22.2,0,3.9,93,0.05,10,22.55,6.975,7,2,7,0,0,0,4.2,0,4652,4241,5994.666667,21.8584,70.78084,0.009
2023-07-05,8,5229,2023-07-05 8:00,22.3,,3.3,91,0.17,10,23.9,7.525,8,2,7,0,0,0,4.3,0,5627,5077,5983.958333,21.8572,70.81217,0.0306
2023-07-05,9,6043,2023-07-05 9:00,22.8,,3.2,89,0.46,9,24.725,8.475,9,2,7,0,0,0,4.8,0,6582,5930,5967.375,22.2368,71.51598,0.0828
2023-07-05,10,6608,2023-07-05 10:00,24,,4.2,81,1.72,8,25.25,8.075,10,2,7,0,0,0,6,0,7237,6555,5944.916667,22.936,72.8437,0.3096
2023-07-05,11,6882,2023-07-05 11:00,24.6,,3.4,78,1.7,8,27.175,9.95,11,2,7,0,0,0,6.6,0,7621,6939,5918.708333,23.3152,73.52992,0.306
2023-07-05,12,6965,2023-07-05 12:00,26.2,,3.4,74,3.12,6,26.32432432,9.657894737,12,2,7,0,0,0,8.2,0,7721,7046,5887.916667,24.5152,75.62352,0.5616
2023-07-05,13,7047,2023-07-05 13:00,26.9,,4,68,3.15,5,28.05555556,9.756756757,13,2,7,0,0,0,8.9,0,7741,7137,5856.416667,24.7368,76.00488,0.567
2023-07-05,14,7147,2023-07-05 14:00,26.6,,4.1,71,2.34,7,30.89473684,14.15789474,14,2,7,0,0,0,8.6,0,7721,7231,5827.5,24.6744,75.90024,0.4212
2023-07-05,15,7125,2023-07-05 15:00,26.9,,4.3,70,2.91,6,37.91891892,18.76315789,15,2,7,0,0,0,8.9,0,7551,7291,5803.583333,24.872,76.2377,0.5238
2023-07-05,16,7058,2023-07-05 16:00,26.4,,3.7,72,1.45,8,36.28947368,20.23076923,16,2,7,0,0,0,8.4,0,7386,7277,5785.833333,24.5632,75.70912,0.261
2023-07-05,17,6996,2023-07-05 17:00,26,,5.2,70,1.28,6,37.35135135,21.33333333,17,2,7,0,0,0,8,0,7336,7211,5772.166667,24.08,74.885,0.2304
2023-07-05,18,6871,2023-07-05 18:00,26,,2.2,73,1,6,36.28947368,22.38461538,18,2,7,0,0,0,8,0,7257,7055,5758,24.272,75.2075,0.18
2023-07-05,19,6529,2023-07-05 19:00,25.1,,3.8,75,0.5,0,37.55,24.9,19,2,7,0,0,0,7.1,0,6949,6706,5741.916667,23.59,74.02525,0.09
2023-07-05,20,6269,2023-07-05 20:00,24.6,,1.9,76,0.11,0,35.7,24.875,20,2,7,0,0,0,6.6,0,6733,6486,5724.416667,23.1984,73.34264,0.0198
2023-07-05,21,5948,2023-07-05 21:00,23.9,,2.1,81,,0,37.675,26.2,21,2,7,0,0,0,5.9,0,6401,6160,5705.083333,22.8436,72.68251,0
2023-07-05,22,5530,2023-07-05 22:00,23.7,,1.4,84,,0,35.5,24.75,22,2,7,0,0,0,5.7,0,5926,5728,5686.208333,22.8232,72.61432,0
2023-07-05,23,5066,2023-07-05 23:00,23.6,,2.9,82,,0,35.61538462,25.075,23,2,7,0,0,0,5.6,0,5384,5225,5669.708333,22.6208,72.28268,0
2023-07-05,24,4635,2023-07-06 0:00,23.5,,3.3,82,,0,33.425,22.9,0,3,7,0,0,0,5.5,0,4895,4752,5656.458333,22.528,72.1205,0
2023-07-06,1,4160,2023-07-06 1:00,23.3,,2.2,85,,6,33.9,23.1,1,3,7,0,0,0,5.3,0,4390,4302,5645.625,22.502,72.03845,0
2023-07-06,2,3778,2023-07-06 2:00,23.3,,1.3,85,,7,34.825,23.275,2,3,7,0,0,0,5.3,0,3994,3902,5636.041667,22.502,72.03845,0
2023-07-06,3,3557,2023-07-06 3:00,23.2,,1.3,86,,6,36.325,25.2,3,3,7,0,0,0,5.2,0,3775,3678,5627.041667,22.4608,71.95308,0
2023-07-06,4,3432,2023-07-06 4:00,22.9,,1.2,86,,8,33.625,22.475,4,3,7,0,0,0,4.9,0,3626,3549,5617.958333,22.1776,71.45466,0
2023-07-06,5,3424,2023-07-06 5:00,22.8,,1.1,86,,8,32.05263158,20.825,5,3,7,0,0,0,4.8,0,3578,3533,5609.875,22.0832,71.28852,0
2023-07-06,6,3675,2023-07-06 6:00,22.4,,1.5,88,0.03,2,31.61538462,19.1,6,3,7,0,0,0,4.4,0,3789,3774,5603.458333,21.8048,70.76768,0.0054
2023-07-06,7,4311,2023-07-06 7:00,23.2,,1.7,87,0.34,7,34.4,19.6,7,3,7,0,0,0,5.2,0,4395,4401,5598.708333,22.5136,72.03286,0.0612
2023-07-06,8,5199,2023-07-06 8:00,24.6,,2.6,80,0.69,7,36.375,19.4,8,3,7,0,0,0,6.6,0,5229,5315,5595.208333,23.432,73.7172,0.1242
2023-07-06,9,6127,2023-07-06 9:00,26,,3.3,76,1.62,7,41.575,22.175,9,3,7,0,0,0,8,0,6043,6188,5593.958333,24.464,75.53,0.2916
2023-07-06,10,6842,2023-07-06 10:00,27.4,,3.4,73,2.23,4,45.25,23.475,10,3,7,0,0,0,9.4,0,6608,6790,5597.458333,25.5208,77.35328,0.4014
2023-07-06,11,7265,2023-07-06 11:00,28.8,,3.9,68,2.68,2,50.175,26.1,11,3,7,0,0,0,10.8,0,6882,7066,5607.208333,26.3936,78.82296,0.4824
2023-07-06,12,7436,2023-07-06 12:00,30,,3.4,63,3.35,5,50.26315789,25.71052632,12,3,7,0,0,0,12,0,6965,7062,5623.166667,27.04,79.8673,0.603
2023-07-06,13,7579,2023-07-06 13:00,30.7,,4.7,60,3.4,2,51.13513514,26.91891892,13,3,7,0,0,0,12.7,0,7047,7052,5642.791667,27.388,80.4088,0.612
2023-07-06,14,7732,2023-07-06 14:00,31.3,,5.1,58,3.35,1,51.59459459,26.05405405,14,3,7,0,0,0,13.3,0,7147,7108,5664.958333,27.7216,80.93126,0.603
2023-07-06,15,7805,2023-07-06 15:00,31.6,,3.9,58,2.86,5,55.2972973,27.5,15,3,7,0,0,0,13.6,0,7125,7032,5689.333333,27.9712,81.34652,0.5148
2023-07-06,16,7775,2023-07-06 16:00,31,,4.6,58,1.91,8,56.57894737,29.84615385,16,3,7,0,0,0,13,0,7058,6876,5717.666667,27.472,80.516,0.3438
2023-07-06,17,7713,2023-07-06 17:00,31.2,,4.6,58,1.66,8,57.02564103,31.25,17,3,7,0,0,0,13.2,0,6996,6838,5747.541667,27.6384,80.79284,0.2988
2023-07-06,18,7634,2023-07-06 18:00,30.5,,4.6,60,0.95,8,54.725,30.625,18,3,7,0,0,0,12.5,0,6871,6756,5777.416667,27.22,80.128,0.171
2023-07-06,19,7233,2023-07-06 19:00,29.7,,2.8,62,0.35,8,57.6,32.175,19,3,7,0,0,0,11.7,0,6529,6503,5809.208333,26.7056,79.29306,0.063
2023-07-06,20,6962,2023-07-06 20:00,28.9,,3.3,63,0.05,10,60.825,34.925,20,3,7,0,0,0,10.9,0,6269,6305,5838.541667,26.1028,78.29023,0.009
2023-07-06,21,6597,2023-07-06 21:00,28.3,,1.8,69,,9,61.2,35.175,21,3,7,0,0,0,10.3,0,5948,5973,5867.416667,26.0308,78.21163,0
2023-07-06,22,6061,2023-07-06 22:00,27.7,,2,61,,10,56.41025641,31.075,22,3,7,0,0,0,9.7,0,5530,5519,5894.458333,24.9388,76.32113,0
2023-07-06,23,5467,2023-07-06 23:00,27,,0.8,64,,10,54.38461538,27.75,23,3,7,0,0,0,9,0,5066,5040,5916.583333,24.552,75.6836,0
2023-07-06,24,4851,2023-07-07 0:00,26.3,,0.4,67,,8,50.55,25,0,4,7,0,0,0,8.3,0,4635,4605,5933.291667,24.1484,75.00449,0
2023-07-07,1,4402,2023-07-07 1:00,25.7,,0.7,71,,10,50.4,24.85,1,4,7,0,0,0,7.7,0,4160,4162,5942.291667,23.8788,74.53863,0
2023-07-07,2,3969,2023-07-07 2:00,25.4,,0,70,,10,48.07692308,24.325,2,4,7,0,0,0,7.4,0,3778,3784,5952.375,23.552,73.9832,0
2023-07-07,3,3717,2023-07-07 3:00,25.2,,0.3,72,,10,47.725,24.525,3,4,7,0,0,0,7.2,0,3557,3570,5960.333333,23.4976,73.88176,0
2023-07-07,4,3574,2023-07-07 4:00,24.7,,1.5,74,,10,46.5,24.5,4,4,7,0,0,0,6.7,0,3432,3452,5967,23.1712,73.30962,0
2023-07-07,5,3549,2023-07-07 5:00,24.4,,0.6,76,,9,46.225,26.125,5,4,7,0,0,0,6.4,0,3424,3438,5972.916667,23.0176,73.03016,0
2023-07-07,6,3789,2023-07-07 6:00,24.1,,1.3,77,0.02,7,44.925,25.325,6,4,7,0,0,0,6.1,0,3675,3674,5978.125,22.8028,72.65013,0.0036
2023-07-07,7,4415,2023-07-07 7:00,24.3,,2.5,78,0.28,6,45.79487179,25.25,7,4,7,0,0,0,6.3,0,4311,4295,5982.875,23.0416,73.05526,0.0504
2023-07-07,8,5327,2023-07-07 8:00,25.4,,1.6,77,0.83,8,47.125,25.45,8,4,7,0,0,0,7.4,0,5199,5150,5987.208333,23.9832,74.69412,0.1494
2023-07-07,9,6247,2023-07-07 9:00,26.4,,1.8,72,0.92,9,49.95,27.825,9,4,7,0,0,0,8.4,0,6127,6001,5992.541667,24.5632,75.70912,0.1656
2023-07-07,10,6910,2023-07-07 10:00,27.5,,1.1,67,1.32,9,51.38461538,28.1,10,4,7,0,0,0,9.5,0,6842,6650,5997.541667,25.19,76.77245,0.2376
2023-07-07,11,7259,2023-07-07 11:00,29.1,,1.9,61,2.45,7,53.53846154,27.1,11,4,7,0,0,0,11.1,0,7265,7021,6000.375,26.1204,78.30059,0.441
2023-07-07,12,7416,2023-07-07 12:00,30.6,,2.2,52,3.28,4,56.1,25.575,12,4,7,0,0,0,12.6,0,7436,7089,6000.125,26.6448,79.04408,0.5904
2023-07-07,13,7532,2023-07-07 13:00,30.9,,2.4,53,2.76,8,57.13157895,24.30769231,13,4,7,0,0,0,12.9,0,7579,7111,5999.291667,26.9708,79.59753,0.4968
2023-07-07,14,7598,2023-07-07 14:00,31,,3.1,49,2.06,5,57.25641026,22.87179487,14,4,7,0,0,0,13,0,7732,7196,5997.333333,26.716,79.103,0.3708
2023-07-07,15,7580,2023-07-07 15:00,31.2,,3.6,51,2.83,2,60.38461538,23.56410256,15,4,7,0,0,0,13.2,0,7805,7203,5991.75,27.0448,79.67998,0.5094
2023-07-07,16,7520,2023-07-07 16:00,30.6,,4.6,50,2.77,1,59.97435897,24.23076923,16,4,7,0,0,0,12.6,0,7775,7192,5982.375,26.48,78.738,0.4986
2023-07-07,17,7406,2023-07-07 17:00,29.7,,4.9,49,2.11,0,51.63157895,21.17948718,17,4,7,0,0,0,11.7,0,7713,7207,5971.75,25.6812,77.41937,0.3798
2023-07-07,18,7128,2023-07-07 18:00,28.5,,2.5,51,1.48,0,36.48717949,13.92307692,18,4,7,0,0,0,10.5,0,7634,7098,5958.958333,24.874,76.12975,0.2664
2023-07-07,19,6615,2023-07-07 19:00,27.2,,3,56,0.69,0,26.025,11.075,19,4,7,0,0,0,9.2,0,7233,6731,5937.875,24.1728,75.01728,0.1242
2023-07-07,20,6247,2023-07-07 20:00,25.6,,4.8,63,0.16,0,20.75,9.25,20,4,7,0,0,0,7.6,0,6962,6471,5912.125,23.2912,73.55902,0.0288
2023-07-07,21,5873,2023-07-07 21:00,24.4,,3.3,68,,0,14.41025641,6.65,21,4,7,0,0,0,6.4,0,6597,6165,5882.333333,22.5568,72.29688,0
2023-07-07,22,5432,2023-07-07 22:00,24.1,,2.1,71,,1,11.025,4.775,22,4,7,0,0,0,6.1,0,6061,5700,5852.166667,22.4644,72.11799,0
2023-07-07,23,4971,2023-07-07 23:00,23.7,,2.7,73,,1,11.55,5.525,23,4,7,0,0,0,5.7,0,5467,5199,5825.958333,22.2204,71.68229,0
2023-07-07,24,4584,2023-07-08 0:00,23.3,,1.9,76,,1,9.051282051,3.55,0,5,7,1,0,1,5.3,0,4851,4779,5805.291667,22.0232,71.31152,0
2023-07-08,1,4169,2023-07-08 1:00,23,,1.6,77,,2,7.578947368,3.25,1,5,7,1,0,1,5,0,4402,4318,5794.166667,21.804,70.9206,0
2023-07-08,2,3790,2023-07-08 2:00,22.8,,1.5,79,,0,5.743589744,2.45,2,5,7,1,0,1,4.8,0,3969,3891,5784.458333,21.7248,70.75778,0
2023-07-08,3,3559,2023-07-08 3:00,22.6,,1.8,80,,1,6.2,2.675,3,5,7,1,0,1,4.6,0,3717,3629,5777,21.592,70.5132,0
2023-07-08,4,3415,2023-07-08 4:00,22.4,,2.5,80,,7,6.897435897,3.05,4,5,7,1,0,1,4.4,0,3574,3475,5770.416667,21.408,70.1928,0
2023-07-08,5,3368,2023-07-08 5:00,22.4,,2.3,79,,7,8.820512821,4.35,5,5,7,1,0,1,4.4,0,3549,3416,5763.791667,21.3584,70.12094,0
2023-07-08,6,3467,2023-07-08 6:00,22.5,,2.1,82,0.02,10,9.625,4.15,6,5,7,1,0,1,4.5,0,3789,3516,5756.25,21.6,70.4987,0.0036
2023-07-08,7,3729,2023-07-08 7:00,22.7,,2.6,81,0.18,10,11.84615385,5.225,7,5,7,1,0,1,4.7,0,4415,3794,5742.833333,21.7348,70.74823,0.0324
2023-07-08,8,4102,2023-07-08 8:00,23.2,,2,79,0.34,10,12.38461538,5.1,8,5,7,1,0,1,5.2,0,5327,4220,5714.25,22.0912,71.39462,0.0612
2023-07-08,9,4577,2023-07-08 9:00,23.9,,1.9,81,0.52,10,13.33333333,5.025,9,5,7,1,0,1,5.9,0,6247,4789,5663.208333,22.8436,72.68251,0.0936
2023-07-08,10,5130,2023-07-08 10:00,24.8,,2,77,0.9,9,11.525,4.425,10,5,7,1,0,1,6.8,0,6910,5478,5593.625,23.4384,73.75074,0.162
2023-07-08,11,5547,2023-07-08 11:00,25.5,,2.9,75,1.15,10,11.79487179,4.65,11,5,7,1,0,1,7.5,0,7259,6014,5519.458333,23.95,74.64625,0.207
2023-07-08,12,5700,2023-07-08 12:00,26,,2.2,75,1.06,9,12.23684211,5.275,12,5,7,1,0,1,8,0,7416,6255,5448.125,24.4,75.4225,0.1908
2023-07-08,13,5828,2023-07-08 13:00,27.8,,3.5,72,2.44,7,12.84210526,6.4,13,5,7,1,0,1,9.8,0,7532,6383,5376.625,25.8064,77.84104,0.4392
2023-07-08,14,5916,2023-07-08 14:00,29.3,,2,67,3.34,4,11.94871795,5.45,14,5,7,1,0,1,11.3,0,7598,6415,5305.625,26.7524,79.42439,0.6012
2023-07-08,15,5985,2023-07-08 15:00,29.1,,2.2,66,1.78,8,12.125,5.725,15,5,7,1,0,1,11.1,0,7580,6422,5235.541667,26.5024,78.99154,0.3204
2023-07-08,16,5969,2023-07-08 16:00,29.3,,3.6,64,1.32,8,13,6.875,16,5,7,1,0,1,11.3,0,7520,6421,5169.083333,26.5208,79.00388,0.2376
2023-07-08,17,5941,2023-07-08 17:00,29.1,,2.3,66,0.57,9,15.375,8.225,17,5,7,1,0,1,11.1,0,7406,6433,5104.458333,26.5024,78.99154,0.1026
2023-07-08,18,5958,2023-07-08 18:00,28.7,,1.9,69,0.23,9,15.56410256,8.1,18,5,7,1,0,1,10.7,0,7128,6416,5043.416667,26.3812,78.80887,0.0414
2023-07-08,19,5989,2023-07-08 19:00,28.4,,3.3,72,0.07,9,17.75,10.325,19,5,7,1,0,1,10.4,0,6615,6331,4994.666667,26.3392,78.75472,0.0126
2023-07-08,20,5946,2023-07-08 20:00,27.6,,3.2,74,0.01,0,18.8,11.25,20,5,7,1,0,1,9.6,0,6247,6200,4968.583333,25.7696,77.78316,0.0018
2023-07-08,21,5743,2023-07-08 21:00,26.8,,2.5,77,,6,20.3,12.61538462,21,5,7,1,0,1,8.8,0,5873,5964,4956.041667,25.2544,76.89534,0
2023-07-08,22,5360,2023-07-08 22:00,26.2,,1.9,79,,3,17.45945946,11.975,22,5,7,1,0,1,8.2,0,5432,5552,4950.625,24.8392,76.17092,0
2023-07-08,23,4967,2023-07-08 23:00,25.7,,2.9,83,,8,16.025,10.45,23,5,7,1,0,1,7.7,0,4971,5117,4947.625,24.6324,75.79299,0
2023-07-08,24,4590,2023-07-09 0:00,25.5,,1.3,82,,8,15.58974359,10.12820513,0,6,7,1,0,1,7.5,0,4584,4703,4947.458333,24.384,75.3641,0
2023-07-09,1,4152,2023-07-09 1:00,25.4,,1.1,85,,8,18.15384615,11.525,1,6,7,1,0,1,7.4,0,4169,4229,4947.708333,24.476,75.5066,0
2023-07-09,2,3798,2023-07-09 2:00,25.3,,2.3,87,,8,17.51282051,11.375,2,6,7,1,0,1,7.3,0,3790,3852,4947,24.5044,75.54259,0
2023-07-09,3,3566,2023-07-09 3:00,25.3,,1.1,86,,8,19.97368421,12.875,3,6,7,1,0,1,7.3,0,3559,3591,4947.333333,24.4432,75.44202,0
2023-07-09,4,3423,2023-07-09 4:00,25.2,,1.5,85,,8,19.65,13.15,4,6,7,1,0,1,7.2,0,3415,3426,4947.625,24.288,75.1763,0
2023-07-09,5,3377,2023-07-09 5:00,25.1,,1.1,85,,8,19.23076923,12.225,5,6,7,1,0,1,7.1,0,3368,3369,4947.958333,24.194,75.01115,0
2023-07-09,6,3463,2023-07-09 6:00,25.2,,2.2,85,0.04,6,18.3,11.525,6,6,7,1,0,1,7.2,0,3467,3437,4948.333333,24.288,75.1763,0.0072
2023-07-09,7,3705,2023-07-09 7:00,25.4,0,2.2,86,0.18,10,18.65789474,12.25,7,6,7,1,0,1,7.4,0,3729,3674,4948.166667,24.5376,75.60816,0.0324
