기준일자,기준시,전력사용량(MWh),datetime,기온(°C),강수량(mm),풍속(m/s),습도(%),일사(MJ/m2),전운량(10분위),미세먼지(PM10),초미세먼지(PM25),hour,dayofweek,month,is_weekend,is_holiday,is_off,CDD,HDD,lag_24,lag_168,rolling_24h,체감온도,불쾌지수,태양광추정
2023-01-08,1,3758,2023-01-08 1:00,-1.8,,0.7,74,,0,150.0512821,64.95,1,6,1,1,0,1,0,19.8,3906,3783,4545.541667,-0.5728,32.43072,0
2023-01-08,2,3514,2023-01-08 2:00,-2,,1.7,74,,8,145.3846154,61.475,2,6,1,1,0,1,0,20,3600,3567,4539.375,-0.752,32.1222,0
2023-01-08,3,3361,2023-01-08 3:00,-2.4,,0.7,77,,0,148.0512821,60.05,3,6,1,1,0,1,0,20.4,3424,3364,4535.791667,-1.2592,30.98418,0
2023-01-08,4,3284,2023-01-08 4:00,-2.8,,1.5,76,,0,145.8717949,59.325,4,6,1,1,0,1,0,20.8,3333,3264,4533.166667,-1.5712,30.53288,0
2023-01-08,5,3290,2023-01-08 5:00,-3.1,,1.7,80,,0,147.0769231,59.25,5,6,1,1,0,1,0,21.1,3339,3252,4531.125,-2.052,29.3418,0
2023-01-08,6,3423,2023-01-08 6:00,-3.2,,1.7,86,,2,141.5641026,59.175,6,6,1,1,0,1,0,21.2,3487,3376,4529.083333,-2.4608,28.09212,0
2023-01-08,7,3634,2023-01-08 7:00,-3.2,,0.2,89,,3,140.7179487,60.15,7,6,1,1,0,1,0,21.2,3744,3586,4526.416667,-2.6192,27.54738,0
2023-01-08,8,3892,2023-01-08 8:00,-3.7,,2.1,90,0,0,135.5641026,59.075,8,6,1,1,0,1,0,21.7,4053,3825,4521.833333,-3.152,26.5153,0
2023-01-08,9,4249,2023-01-08 9:00,-3.3,,2.3,90,0.25,0,136.1282051,61.35,9,6,1,1,0,1,0,21.3,4534,4132,4515.125,-2.768,27.1957,0.045
2023-01-08,10,4576,2023-01-08 10:00,-1,,2.2,84,0.77,0,135.7692308,67.025,10,6,1,1,0,1,0,19,5072,4398,4503.25,-0.296,32.0668,0.1386
2023-01-08,11,4817,2023-01-08 11:00,1,,2,76,1.32,0,142.6923077,74.75,11,6,1,1,0,1,0,17,5420,4580,4482.583333,1.864,36.47,0.2376
2023-01-08,12,4846,2023-01-08 12:00,2.8,,1.1,67,1.64,0,145.8717949,74.8,12,6,1,1,0,1,0,15.2,5497,4585,4457.458333,3.7504,40.38194,0.2952
2023-01-08,13,4827,2023-01-08 13:00,4.2,,1.8,54,1.71,0,146.974359,68.375,13,6,1,1,0,1,0,13.8,5430,4569,4430.333333,5.2672,43.85272,0.3078
2023-01-08,14,4776,2023-01-08 14:00,4.9,,1.1,52,1.62,0,133.5641026,57.325,14,6,1,1,0,1,0,13.1,5300,4540,4405.208333,5.8792,44.99672,0.2916
2023-01-08,15,4717,2023-01-08 15:00,5.9,,0.9,47,1.25,0,127.1025641,52.1,15,6,1,1,0,1,0,12.1,5182,4510,4383.375,6.7692,46.77897,0.225
2023-01-08,16,4705,2023-01-08 16:00,5.7,,1.1,49,0.65,8,120.3846154,48.475,16,6,1,1,0,1,0,12.3,5108,4516,4364,6.5772,46.33697,0.117
2023-01-08,17,4797,2023-01-08 17:00,4.9,,0.9,54,0.14,9,117.8461538,48.4,17,6,1,1,0,1,0,13.1,5089,4598,4347.208333,5.8384,44.79394,0.0252
2023-01-08,18,4976,2023-01-08 18:00,4,,2.5,59,0.02,5,115.025641,49.275,18,6,1,1,0,1,0,14,5197,4861,4335.041667,4.984,43.0323,0.0036
2023-01-08,19,5049,2023-01-08 19:00,3.5,,2.6,62,,8,115.6666667,53.25,19,6,1,1,0,1,0,14.5,5229,5002,4325.833333,4.488,41.9895,0
2023-01-08,20,4959,2023-01-08 20:00,3.1,,2.9,64,,0,115.6666667,56.475,20,6,1,1,0,1,0,14.9,5112,4962,4318.333333,4.0936,41.18156,0
2023-01-08,21,4791,2023-01-08 21:00,3.1,,2,64,,8,115.4615385,57.475,21,6,1,1,0,1,0,14.9,4920,4847,4311.958333,4.0936,41.18156,0
2023-01-08,22,4547,2023-01-08 22:00,3.1,,2.4,64,,8,111.1538462,54.925,22,6,1,1,0,1,0,14.9,4668,4666,4306.583333,4.0936,41.18156,0
2023-01-08,23,4231,2023-01-08 23:00,3.2,,1.5,63,,8,110.1794872,54.35,23,6,1,1,0,1,0,14.8,4362,4382,4301.541667,4.2064,41.44414,0
2023-01-08,24,3935,2023-01-09 0:00,3.2,,2.4,64,,9,107.1025641,52.85,0,0,1,0,0,0,0,14.8,4087,4071,4296.083333,4.1792,41.32592,0
2023-01-09,1,3588,2023-01-09 1:00,3.2,,1.7,65,,9,106.2820513,52.25,1,0,1,0,0,0,0,14.8,3758,3763,4289.75,4.152,41.2077,0
2023-01-09,2,3358,2023-01-09 2:00,3.3,,2,65,,9,102.6153846,51.15,2,0,1,0,0,0,0,14.7,3514,3544,4282.666667,4.238,41.35305,0
2023-01-09,3,3219,2023-01-09 3:00,3.4,,2.2,66,,9,103.2307692,51.9,3,0,1,0,0,0,0,14.6,3361,3424,4276.166667,4.2976,41.38216,0
2023-01-09,4,3165,2023-01-09 4:00,3.4,,1.4,66,,8,100.5128205,50.4,4,0,1,0,0,0,0,14.6,3284,3371,4270.25,4.2976,41.38216,0
2023-01-09,5,3224,2023-01-09 5:00,3.5,,2,66,,9,101.0769231,50.625,5,0,1,0,0,0,0,14.5,3290,3430,4265.291667,4.384,41.5285,0
2023-01-09,6,3517,2023-01-09 6:00,3.7,,1.6,66,,9,100.0769231,50.25,6,0,1,0,0,0,0,14.3,3423,3737,4262.541667,4.5568,41.82118,0
2023-01-09,7,4095,2023-01-09 7:00,3.8,,2,74,,9,104.3846154,50.7,7,0,1,0,0,0,0,14.2,3634,4344,4266.458333,4.4448,41.06928,0
2023-01-09,8,4856,2023-01-09 8:00,3.5,,1.9,72,0.01,8,111.2051282,49.475,8,0,1,0,0,0,0,14.5,3892,5143,4285.666667,4.228,40.837,0.0018
2023-01-09,9,5750,2023-01-09 9:00,3.6,,1.3,74,0.1,8,125.8974359,51.125,9,0,1,0,0,0,0,14.4,4249,6090,4325.833333,4.2656,40.76076,0.018
2023-01-09,10,6408,2023-01-09 10:00,4.7,,1.5,72,0.63,0,132.6923077,51.425,10,0,1,0,0,0,0,13.3,4576,6842,4388.375,5.2936,42.66436,0.1134
2023-01-09,11,6599,2023-01-09 11:00,5.5,,3,65,1.3,0,140.5897436,52.425,11,0,1,0,0,0,0,12.5,4817,7119,4464.708333,6.13,44.55075,0.234
2023-01-09,12,6530,2023-01-09 12:00,6.3,,2.9,59,1.72,0,139.4473684,48.87179487,12,0,1,0,0,0,0,11.7,4846,7289,4538.958333,6.9068,46.23873,0.3096
2023-01-09,13,6378,2023-01-09 13:00,6.5,,3.6,51,1.89,0,126.1315789,42.05128205,13,0,1,0,0,0,0,11.5,4827,7149,4609.125,7.186,47.20195,0.3402
2023-01-09,14,6301,2023-01-09 14:00,6.7,,4.4,51,1.79,0,107.7105263,37.05263158,14,0,1,0,0,0,0,11.3,4776,7060,4673.75,7.3468,47.46493,0.3222
2023-01-09,15,6199,2023-01-09 15:00,5.8,,3.9,51,1.52,0,96.26315789,36.81578947,15,0,1,0,0,0,0,12.2,4717,6945,4737.291667,6.6232,46.28152,0.2736
2023-01-09,16,6125,2023-01-09 16:00,5.6,,3.7,46,1.06,0,88.46153846,36.28205128,16,0,1,0,0,0,0,12.4,4705,6828,4799.041667,6.5504,46.49084,0.1908
2023-01-09,17,6159,2023-01-09 17:00,4.3,,3.1,45,0.46,0,78.94871795,32.53846154,17,0,1,0,0,0,0,13.7,4797,6817,4858.208333,5.554,44.95315,0.0828
2023-01-09,18,6242,2023-01-09 18:00,2.8,,3,49,0.05,0,64.41025641,25.87179487,18,0,1,0,0,0,0,15.2,4976,6838,4914.958333,4.2688,42.58118,0.009
2023-01-09,19,6053,2023-01-09 19:00,1.7,,1.1,50,,0,55.51282051,22.07692308,19,0,1,0,0,0,0,16.3,5049,6549,4967.708333,3.36,41.0235,0
2023-01-09,20,5744,2023-01-09 20:00,0.8,,1,53,,0,49.66666667,20.51282051,20,0,1,0,0,0,0,17.2,4959,6156,5009.541667,2.5296,39.42306,0
2023-01-09,21,5411,2023-01-09 21:00,0.6,,2.7,56,,0,52,22.94871795,21,0,1,0,0,0,0,17.4,4791,5757,5042.25,2.2544,38.72424,0
2023-01-09,22,5036,2023-01-09 22:00,-0.3,,2.2,58,,0,53.87179487,24.74358974,22,0,1,0,0,0,0,18.3,4547,5350,5068.083333,1.4304,37.19054,0
2023-01-09,23,4565,2023-01-09 23:00,-1.1,,1.7,61,,0,55.12820513,25.56410256,23,0,1,0,0,0,0,19.1,4231,4841,5088.458333,0.6316,35.60081,0
2023-01-09,24,4183,2023-01-10 0:00,-1.3,,1.1,60,,0,52.51282051,24.74358974,0,1,1,0,0,0,0,19.3,3935,4440,5102.375,0.508,35.4808,0
2023-01-10,1,3816,2023-01-10 1:00,-2.1,,1.3,62,,0,50.05128205,25.02564103,1,1,1,0,0,0,0,20.1,3588,4074,5112.708333,-0.2608,34.01622,0
2023-01-10,2,3520,2023-01-10 2:00,-2.6,,1.4,67,,0,47.79487179,23.05128205,2,1,1,0,0,0,0,20.6,3358,3777,5122.208333,-0.9368,32.42612,0
2023-01-10,3,3375,2023-01-10 3:00,-2.8,,2,70,,0,48.48717949,23.8974359,3,1,1,0,0,0,0,20.8,3219,3631,5128.958333,-1.264,31.5986,0
2023-01-10,4,3318,2023-01-10 4:00,-3,,0.7,72,,0,47.15384615,23.69230769,4,1,1,0,0,0,0,21,3165,3571,5135.458333,-1.544,30.9388,0
2023-01-10,5,3379,2023-01-10 5:00,-3.2,,1.8,71,,0,46.48717949,24.25641026,5,1,1,0,0,0,0,21.2,3224,3632,5141.833333,-1.6688,30.81582,0
2023-01-10,6,3677,2023-01-10 6:00,-3.8,,2,70,,0,47.05128205,24.58974359,6,1,1,0,0,0,0,21.8,3517,3928,5148.291667,-2.144,30.0956,0
2023-01-10,7,4251,2023-01-10 7:00,-3.7,,2.1,73,,0,49.07692308,26.28205128,7,1,1,0,0,0,0,21.7,4095,4535,5154.958333,-2.2204,29.68631,0
2023-01-10,8,5026,2023-01-10 8:00,-3.9,,1.6,75,0,0,50.82051282,27.1025641,8,1,1,0,0,0,0,21.9,4856,5369,5161.458333,-2.51,29.00275,0
2023-01-10,9,5931,2023-01-10 9:00,-3.2,,2.3,75,0.29,0,54.15384615,29.02564103,9,1,1,0,0,0,0,21.2,5750,6389,5168.541667,-1.88,30.0895,0.0522
2023-01-10,10,6575,2023-01-10 10:00,-0.4,,2.2,66,0.84,0,57.74358974,30.35897436,10,1,1,0,0,0,0,18.4,6408,7151,5176.083333,1.0144,35.82124,0.1512
2023-01-10,11,6774,2023-01-10 11:00,2.2,,2.3,56,1.45,0,64.31578947,34.23076923,11,1,1,0,0,0,0,15.8,6599,7385,5183.041667,3.5728,40.90728,0.261
2023-01-10,12,6647,2023-01-10 12:00,4.5,,1.1,49,1.84,0,67.21621622,35.27027027,12,1,1,0,0,0,0,13.5,6530,7323,5190.333333,5.622,44.78285,0.3312
2023-01-10,13,6434,2023-01-10 13:00,6.4,,0.7,45,1.95,0,69.34210526,35.60526316,13,1,1,0,0,0,0,11.6,6378,7133,5195.208333,7.192,47.5897,0.351
2023-01-10,14,6304,2023-01-10 14:00,8.2,,1.6,40,1.9,0,66.78947368,33.47368421,14,1,1,0,0,0,0,9.8,6301,7048,5197.541667,8.632,50.1932,0.342
2023-01-10,15,6177,2023-01-10 15:00,8.8,,1.9,41,1.57,0,65.78378378,33.67567568,15,1,1,0,0,0,0,9.2,6199,6950,5197.666667,9.0832,50.85402,0.2826
2023-01-10,16,6073,2023-01-10 16:00,8.5,,2.3,40,1.07,0,67.45945946,35.02702703,16,1,1,0,0,0,0,9.5,6125,6851,5196.75,8.86,50.555,0.1926
2023-01-10,17,6046,2023-01-10 17:00,6.8,,2.1,44,0.41,1,72.08108108,38.75675676,17,1,1,0,0,0,0,11.2,6159,6820,5194.583333,7.5168,48.17448,0.0738
2023-01-10,18,6127,2023-01-10 18:00,4.9,,1.6,51,0.01,1,73.30769231,40.1025641,18,1,1,0,0,0,0,13.1,6242,6861,5189.875,5.8996,45.09811,0.0018
2023-01-10,19,5936,2023-01-10 19:00,4.2,,1,52,,9,74.31578947,41.26315789,19,1,1,0,0,0,0,13.8,6053,6549,5185.083333,5.3136,44.06936,0
2023-01-10,20,5647,2023-01-10 20:00,3.5,,1.8,55,,10,74.31578947,42.25641026,20,1,1,0,0,0,0,14.5,5744,6196,5180.208333,4.67,42.79625,0
2023-01-10,21,5317,2023-01-10 21:00,2.9,,0.4,57,,7,76.61538462,44.48717949,21,1,1,0,0,0,0,15.1,5411,5797,5176.166667,4.1212,41.74117,0
2023-01-10,22,4961,2023-01-10 22:00,2.2,,0.4,62,,6,75.28205128,43.92307692,22,1,1,0,0,0,0,15.8,5036,5372,5172.25,3.3856,40.13856,0
2023-01-10,23,4514,2023-01-10 23:00,1.9,,0.4,63,,6,75.38461538,44.92105263,23,1,1,0,0,0,0,16.1,4565,4867,5169.125,3.0988,39.58033,0
2023-01-10,24,4158,2023-01-11 0:00,1.2,,1.8,66,,3,71.51282051,43.74358974,0,2,1,0,0,0,0,16.8,4183,4469,5167,2.3968,38.16268,0
2023-01-11,1,3812,2023-01-11 1:00,0.4,,2,70,,0,71.46153846,44.38461538,1,2,1,0,0,0,0,17.6,3816,4083,5165.958333,1.552,36.4082,0
2023-01-11,2,3500,2023-01-11 2:00,-0.3,,1.6,68,,0,68.25641026,41.73684211,2,2,1,0,0,0,0,18.3,3520,3783,5165.791667,1.0184,35.66184,0
2023-01-11,3,3352,2023-01-11 3:00,-0.6,,0.8,73,,0,68.02564103,42.38461538,3,2,1,0,0,0,0,18.6,3375,3632,5164.958333,0.5448,34.43768,0
2023-01-11,4,3294,2023-01-11 4:00,-0.8,,0.5,78,,0,66,41.35897436,4,2,1,0,0,0,0,18.8,3318,3563,5164,0.1504,33.34204,0
2023-01-11,5,3360,2023-01-11 5:00,-1,,1.4,78,,0,65.79487179,42.56410256,5,2,1,0,0,0,0,19,3379,3615,5163,-0.032,33.0256,0
2023-01-11,6,3650,2023-01-11 6:00,-1.1,,0.8,80,,0,65.05128205,41.97435897,6,2,1,0,0,0,0,19.1,3677,3905,5162.208333,-0.212,32.5458,0
2023-01-11,7,4217,2023-01-11 7:00,-1.5,,1.4,83,,0,68,44.02564103,7,2,1,0,0,0,0,19.5,4251,4481,5161.083333,-0.718,31.41075,0
2023-01-11,8,4966,2023-01-11 8:00,-1.9,,2.1,84,0,0,67.97368421,44.10526316,8,2,1,0,0,0,0,19.9,5026,5282,5159.666667,-1.1384,30.58936,0
2023-01-11,9,5827,2023-01-11 9:00,-1.5,,2,83,0.26,0,71.17948718,46.51282051,9,2,1,0,0,0,0,19.5,5931,6264,5157.166667,-0.718,31.41075,0.0468
2023-01-11,10,6461,2023-01-11 10:00,0.8,,1.3,78,0.8,0,76.46153846,50.12820513,10,2,1,0,0,0,0,17.2,6575,7001,5152.833333,1.6096,35.87356,0.144
2023-01-11,11,6634,2023-01-11 11:00,3.6,,1.9,65,1.35,0,87.60526316,58.60526316,11,2,1,0,0,0,0,14.4,6774,7224,5148.083333,4.496,41.7891,0.243
2023-01-11,12,6510,2023-01-11 12:00,5.3,,1.1,56,1.69,0,88.97297297,59.21621622,12,2,1,0,0,0,0,12.7,6647,7116,5142.25,6.1272,45.13692,0.3042
2023-01-11,13,6303,2023-01-11 13:00,7,,1.8,47,1.88,0,89.71052632,57.65789474,13,2,1,0,0,0,0,11,6434,6923,5136.541667,7.636,48.1818,0.3384
2023-01-11,14,6187,2023-01-11 14:00,8.8,,2.4,35,1.84,0,81.81081081,50.86486486,14,2,1,0,0,0,0,9.2,6304,6846,5131.083333,9.112,51.2307,0.3312
2023-01-11,15,6061,2023-01-11 15:00,8.3,,2.5,33,1.53,0,79.48648649,48.10810811,15,2,1,0,0,0,0,9.7,6177,6729,5126.208333,8.7556,50.78791,0.2754
2023-01-11,16,5967,2023-01-11 16:00,8.6,,1.6,35,1.03,0,74.51351351,44.56756757,16,2,1,0,0,0,0,9.4,6073,6619,5121.375,8.964,50.9994,0.1854
2023-01-11,17,5953,2023-01-11 17:00,7.2,,1.8,41,0.45,0,76.56756757,47.48648649,17,2,1,0,0,0,0,10.8,6046,6593,5116.958333,7.8608,48.90858,0.081
2023-01-11,18,6040,2023-01-11 18:00,5.4,,1.7,48,0.03,4,79.47368421,51.36842105,18,2,1,0,0,0,0,12.6,6127,6644,5113.083333,6.3568,46.04488,0.0054
2023-01-11,19,5854,2023-01-11 19:00,4.5,,0.6,51,,8,80.43589744,53.15384615,19,2,1,0,0,0,0,13.5,5936,6371,5109.458333,5.578,44.57215,0
2023-01-11,20,5585,2023-01-11 20:00,3.6,,1.6,56,,5,76.07692308,49.46153846,20,2,1,0,0,0,0,14.4,5647,6053,5106.041667,4.7264,42.81744,0
2023-01-11,21,5270,2023-01-11 21:00,3.2,,0.9,56,,7,78.02564103,52.05128205,21,2,1,0,0,0,0,14.8,5317,5676,5103.458333,4.3968,42.27168,0
2023-01-11,22,4916,2023-01-11 22:00,3,,1.3,63,,5,76.38461538,51.35897436,22,2,1,0,0,0,0,15,4961,5273,5101.5,4.036,41.1574,0
2023-01-11,23,4489,2023-01-11 23:00,2.3,,1.9,64,,7,78.02564103,53,23,2,1,0,0,0,0,15.7,4514,4792,5099.625,3.4088,40.02668,0
2023-01-11,24,4125,2023-01-12 0:00,1.5,,2.1,66,,0,72.23076923,49.30769231,0,3,1,0,0,0,0,16.5,4158,4402,5098.583333,2.656,38.6017,0
2023-01-12,1,3764,2023-01-12 1:00,1.1,,1.6,61,,5,68.53846154,47.05128205,1,3,1,0,0,0,0,16.9,3812,4027,5097.208333,2.4884,38.71139,0
2023-01-12,2,3457,2023-01-12 2:00,0.7,,1.8,61,,8,65.64102564,45.51282051,2,3,1,0,0,0,0,17.3,3500,3724,5095.208333,2.1508,38.14583,0
2023-01-12,3,3310,2023-01-12 3:00,0.5,,2.1,64,,3,65.17948718,45.1025641,3,3,1,0,0,0,0,17.5,3352,3569,5093.416667,1.868,37.4282,0
2023-01-12,4,3255,2023-01-12 4:00,-0.1,,2.1,68,,2,63.17948718,44.56410256,4,3,1,0,0,0,0,18.1,3294,3513,5091.666667,1.1928,35.95848,0
2023-01-12,5,3320,2023-01-12 5:00,-0.3,,2,68,,0,65.12820513,46.41025641,5,3,1,0,0,0,0,18.3,3360,3573,5090.041667,1.0184,35.66184,0
2023-01-12,6,3611,2023-01-12 6:00,-0.3,,1.9,69,,0,63.94871795,46.28205128,6,3,1,0,0,0,0,18.3,3650,3871,5088.375,0.9772,35.50897,0
2023-01-12,7,4172,2023-01-12 7:00,-0.5,,2.1,70,,0,65.28205128,47.64102564,7,3,1,0,0,0,0,18.5,4217,4464,5086.75,0.76,35.0555,0
2023-01-12,8,4896,2023-01-12 8:00,-0.3,,2.9,70,0,0,64.43589744,46.71794872,8,3,1,0,0,0,0,18.3,4966,5256,5084.875,0.936,35.3561,0
2023-01-12,9,5712,2023-01-12 9:00,1.4,,2.6,61,0.26,0,68.84615385,49.74358974,9,3,1,0,0,0,0,16.6,5827,6209,5081.958333,2.7416,39.13556,0.0468
2023-01-12,10,6294,2023-01-12 10:00,3.8,,2.5,53,0.77,0,72.35897436,51.07692308,10,3,1,0,0,0,0,14.2,6461,6941,5077.166667,4.9656,43.42716,0.1386
2023-01-12,11,6430,2023-01-12 11:00,6.2,,2.4,44,1.35,0,77.86842105,55.76315789,11,3,1,0,0,0,0,11.8,6634,7221,5070.208333,7.0512,47.42712,0.243
2023-01-12,12,6294,2023-01-12 12:00,8.1,,2.3,38,1.71,0,78.57894737,55.63157895,12,3,1,0,0,0,0,9.9,6510,7158,5061.708333,8.5712,50.21202,0.3078
2023-01-12,13,6082,2023-01-12 13:00,9.8,,1.7,34,1.86,0,84.94285714,57.4,13,3,1,0,0,0,0,8.2,6303,7015,5052.708333,9.8528,52.44008,0.3348
2023-01-12,14,5909,2023-01-12 14:00,11.3,,1.7,29,1.8,0,78.24324324,50.81081081,14,3,1,0,0,0,0,6.7,6187,6915,5043.5,10.9308,54.35013,0.324
2023-01-12,15,5813,2023-01-12 15:00,11.9,,2.4,27,1.53,0,76.54054054,49.08108108,15,3,1,0,0,0,0,6.1,6061,6796,5031.916667,11.3452,55.07257,0.2754
2023-01-12,16,5709,2023-01-12 16:00,12.5,,1.9,28,1.07,0,67.35135135,40.59459459,16,3,1,0,0,0,0,5.5,5967,6634,5021.583333,11.78,55.6928,0.1926
2023-01-12,17,5678,2023-01-12 17:00,11.6,,1.2,33,0.48,0,64.76315789,38.44736842,17,3,1,0,0,0,0,6.4,5953,6571,5010.833333,11.1712,54.53902,0.0864
2023-01-12,18,5762,2023-01-12 18:00,9.3,,1.9,34,0.05,0,61.97435897,37.17948718,18,3,1,0,0,0,0,8.7,6040,6602,4999.375,9.4848,51.86678,0.009
2023-01-12,19,5644,2023-01-12 19:00,8.1,,2.5,38,,0,65.76923077,40.79487179,19,3,1,0,0,0,0,9.9,5854,6320,4987.791667,8.5712,50.21202,0
2023-01-12,20,5402,2023-01-12 20:00,7.5,,1.8,38,,1,65.94871795,42.87179487,20,3,1,0,0,0,0,10.5,5585,5985,4979.041667,8.12,49.5003,0
2023-01-12,21,5118,2023-01-12 21:00,7.4,,3.1,35,,1,63.43589744,43.84615385,21,3,1,0,0,0,0,10.6,5270,5625,4971.416667,8.076,49.6116,0
2023-01-12,22,4797,2023-01-12 22:00,7.9,,2.5,35,,9,51.51282051,35.1025641,22,3,1,0,0,0,0,10.1,4916,5227,4965.083333,8.446,50.18985,0
2023-01-12,23,4378,2023-01-12 23:00,8.5,,2.7,36,,7,47.1025641,31.18421053,23,3,1,0,0,0,0,9.5,4489,4746,4960.125,8.884,50.818,0
2023-01-12,24,4038,2023-01-13 0:00,8.5,0,3.1,45,,10,42.25641026,27.43589744,0,4,1,0,0,0,0,9.5,4125,4375,4955.5,8.83,50.22625,0
2023-01-13,1,3695,2023-01-13 1:00,7.3,,3,61,,10,42.38461538,27.76923077,1,4,1,0,0,0,0,10.7,3764,3997,4951.875,7.7212,47.47757,0
2023-01-13,2,3378,2023-01-13 2:00,5.7,,3.4,86,,10,42.66666667,26.92307692,2,4,1,0,0,0,0,12.3,3457,3676,4949,5.9408,42.87858,0
2023-01-13,3,3233,2023-01-13 3:00,5.1,10.8,5.2,97,,10,37.21052632,23.30769231,3,4,1,0,0,0,0,12.9,3310,3519,4945.708333,5.1588,40.78823,0
2023-01-13,4,3176,2023-01-13 4:00,5.6,,3.9,97,,10,27.59459459,18.64102564,4,4,1,0,0,0,0,12.4,3255,3458,4942.5,5.6528,41.67338,0
2023-01-13,5,3218,2023-01-13 5:00,6.2,,3.9,99,,10,25.86842105,18.05128205,5,4,1,0,0,0,0,11.8,3320,3521,4939.208333,6.2152,42.55852,0
2023-01-13,6,3478,2023-01-13 6:00,6.8,6.5,4.6,100,,10,22.21052632,15.15384615,6,4,1,0,0,0,0,11.2,3611,3820,4934.958333,6.8,43.55,0
2023-01-13,7,3992,2023-01-13 7:00,7.6,,4.4,100,,10,20.18918919,12.44736842,7,4,1,0,0,0,0,10.4,4172,4389,4929.416667,7.6,44.99,0
2023-01-13,8,4650,2023-01-13 8:00,8,,4.8,100,0,10,16.02564103,8.052631579,8,4,1,0,0,0,0,10,4896,5168,4921.916667,8,45.71,0
2023-01-13,9,5376,2023-01-13 9:00,8.2,18.3,3.7,100,0.03,10,13.89189189,7.333333333,9,4,1,0,0,0,0,9.8,5712,6097,4911.666667,8.2,46.07,0.0054
2023-01-13,10,5935,2023-01-13 10:00,8.4,,2.6,100,0.08,10,12,5.333333333,10,4,1,0,0,0,0,9.6,6294,6800,4897.666667,8.4,46.43,0.0144
2023-01-13,11,6178,2023-01-13 11:00,8.7,,3.1,100,0.15,10,12.66666667,5.487179487,11,4,1,0,0,0,0,9.3,6430,6997,4882.708333,8.7,46.97,0.027
2023-01-13,12,6180,2023-01-13 12:00,9,0.5,1.3,99,0.13,10,13.05128205,5.41025641,12,4,1,0,0,0,0,9,6294,6880,4872.208333,9.004,47.5708,0.0234
2023-01-13,13,6102,2023-01-13 13:00,9.2,,2,98,0.13,10,16.33333333,7.447368421,13,4,1,0,0,0,0,8.8,6082,6673,4867.458333,9.2064,47.98764,0.0234
2023-01-13,14,6038,2023-01-13 14:00,9.4,,1.5,100,0.18,10,19.08108108,9.473684211,14,4,1,0,0,0,0,8.6,5909,6585,4868.291667,9.4,48.23,0.0324
2023-01-13,15,5940,2023-01-13 15:00,9.8,0.2,0.5,100,0.19,10,20.62857143,11.32352941,15,4,1,0,0,0,0,8.2,5813,6486,4873.666667,9.8,48.95,0.0342
2023-01-13,16,5818,2023-01-13 16:00,10,,1,99,0.15,10,19.65714286,11.41666667,16,4,1,0,0,0,0,8,5709,6377,4878.958333,10,49.3609,0.027
2023-01-13,17,5744,2023-01-13 17:00,10,,1.2,100,0.06,10,19.34210526,11.55263158,17,4,1,0,0,0,0,8,5678,6347,4883.5,10,49.31,0.0108
2023-01-13,18,5723,2023-01-13 18:00,9.9,0.7,1.1,98,0.01,10,19.68421053,12.15789474,18,4,1,0,0,0,0,8.1,5762,6344,4886.25,9.9008,49.23378,0.0018
2023-01-13,19,5497,2023-01-13 19:00,9.7,,1.3,99,,10,19.10526316,13.15384615,19,4,1,0,0,0,0,8.3,5644,6014,4884.625,9.7012,48.82387,0
2023-01-13,20,5238,2023-01-13 20:00,9.4,,1.1,99,,10,20.51282051,13.89473684,20,4,1,0,0,0,0,8.6,5402,5687,4878.5,9.4024,48.28684,0
2023-01-13,21,4955,2023-01-13 21:00,9.2,0.2,1.4,99,,10,22.28947368,16.15384615,21,4,1,0,0,0,0,8.8,5118,5363,4871.666667,9.2032,47.92882,0
2023-01-13,22,4637,2023-01-13 22:00,9.1,,1,99,,10,20.89473684,14.79487179,22,4,1,0,0,0,0,8.9,4797,5016,4864.875,9.1036,47.74981,0
2023-01-13,23,4253,2023-01-13 23:00,8.9,,1.4,98,,10,21.52631579,14.94871795,23,4,1,0,0,0,0,9.1,4378,4590,4858.208333,8.9088,47.45358,0
2023-01-13,24,3956,2023-01-14 0:00,8.4,0.1,1.8,100,,10,18.94736842,12.86842105,0,5,1,1,0,1,0,9.6,4038,4255,4853,8.4,46.43,0
2023-01-14,1,3620,2023-01-14 1:00,8.3,,1.3,99,,10,19.15789474,12.97297297,1,5,1,1,0,1,0,9.7,3695,3906,4849.583333,8.3068,46.31773,0
2023-01-14,2,3330,2023-01-14 2:00,8.1,,1,99,,10,17.82051282,12.07692308,2,5,1,1,0,1,0,9.9,3378,3600,4846.458333,8.1076,45.95971,0
2023-01-14,3,3166,2023-01-14 3:00,7.8,0.1,1.9,100,,10,19.43589744,12.87179487,3,5,1,1,0,1,0,10.2,3233,3424,4844.458333,7.8,45.35,0
2023-01-14,4,3063,2023-01-14 4:00,7.8,,0.5,100,,10,18.58974359,12.25641026,4,5,1,1,0,1,0,10.2,3176,3333,4841.666667,7.8,45.35,0
2023-01-14,5,3024,2023-01-14 5:00,7.8,,0.9,99,,10,20.48717949,13.61538462,5,5,1,1,0,1,0,10.2,3218,3339,4836.958333,7.8088,45.42268,0
2023-01-14,6,3240,2023-01-14 6:00,7.8,0,0.1,100,,10,19.02702703,12.28205128,6,5,1,1,0,1,0,10.2,3478,3487,4828.875,7.8,45.35,0
