datetime,hour,dayofweek,month,is_holiday,is_peak_hour,기온(°C),강수량(mm),습도(%),일사(MJ/m2),CDD,HDD,is_heatwave,temp_3h_mean,temp_6h_max,lag_1,lag_3,lag_24,lag_168,rolling_6h_mean,rolling_24h_mean,rolling_24h_std,전력사용량(MWh),pred
2024-01-01 00:00:00,0,0,1,1,0,0.5640000000000001,0.0,97.08,0.0,0.0,17.436,0,0.691999999999994,0.948,4596.0,5083.0,4314.0,4627.0,5062.5,4561.25,708.2578288828653,4298,4299.782
2024-01-01 01:00:00,1,0,1,1,0,0.5,0.0,97.0,0.0,0.0,17.5,0,0.627999999999994,0.8840000000000001,4298.0,4872.0,3978.0,4289.0,4901.666666666667,4560.583333333333,708.5081642723227,4002,3907.0288
2024-01-01 02:00:00,2,0,1,1,0,0.4,0.0,98.0,0.0,0.0,17.6,0,0.563999999999994,0.8200000000000001,4002.0,4596.0,3708.0,4034.0,4680.833333333333,4561.583333333333,707.6665830414632,3757,3747.3208
2024-01-01 03:00:00,3,0,1,1,0,-0.1,0.0,98.0,0.0,0.0,18.1,0,0.48799999999999394,0.756,3757.0,4298.0,3528.0,3863.0,4434.666666666667,4563.625,705.1631209683829,3544,3568.197
2024-01-01 04:00:00,4,0,1,1,0,-0.2,0.0,98.0,0.0,0.0,18.2,0,0.2666666666666606,0.6920000000000002,3544.0,4002.0,3430.0,3766.0,4178.166666666667,4564.291666666667,704.1482970762052,3431,3435.197
2024-01-01 05:00:00,5,0,1,1,0,0.3,0.0,99.0,0.0,0.0,17.7,0,0.03333333333332727,0.6280000000000001,3431.0,3757.0,3423.0,3769.0,3938.0,4564.333333333333,704.0782853376571,3416,3401.6333
2024-01-01 06:00:00,6,0,1,1,0,0.5,0.0,99.0,0.0,0.0,17.5,0,-6.087722918361275e-15,0.5640000000000001,3416.0,3544.0,3528.0,3899.0,3741.3333333333335,4564.041666666667,704.5729190001296,3524,3564.6018
2024-01-01 07:00:00,7,0,1,1,0,0.4,0.0,98.0,0.0,0.0,17.6,0,0.19999999999999393,0.5,3524.0,3431.0,3736.0,4131.0,3612.3333333333335,4563.875,704.8290765667024,3730,3948.1172
2024-01-01 08:00:00,8,0,1,1,0,0.2,0.0,98.0,0.0,0.0,17.8,0,0.39999999999999397,0.5,3730.0,3416.0,4008.0,4441.0,3567.0,4563.625,705.1364846300886,3959,4222.6953
2024-01-01 09:00:00,9,0,1,1,0,0.6,0.0,99.0,0.27,0.0,17.4,0,0.36666666666666065,0.5,3959.0,3524.0,4381.0,4876.0,3600.6666666666665,4561.583333333333,706.8839715790135,4259,4370.678
2024-01-01 10:00:00,10,0,1,1,0,2.4,0.0,95.0,0.82,0.0,15.6,0,0.3999999999999939,0.6,4259.0,3730.0,4796.0,5339.0,3719.8333333333335,4556.5,708.6754331604661,4518,4544.66
2024-01-01 11:00:00,11,0,1,1,0,4.4,0.0,82.0,1.36,0.0,13.6,0,1.0666666666666604,2.4,4518.0,3959.0,5151.0,5722.0,3901.0,4544.916666666667,706.8602295064612,4711,4632.9854
2024-01-01 12:00:00,12,0,1,1,0,5.7,0.0,73.0,1.7,0.0,12.3,0,2.4666666666666606,4.4,4711.0,4259.0,5228.0,5801.0,4116.833333333333,4526.583333333333,696.0810120684757,4738,4723.2847
2024-01-01 13:00:00,13,0,1,1,0,7.3,0.0,70.0,1.87,0.0,10.7,0,4.166666666666661,5.7,4738.0,4518.0,5274.0,5791.0,4319.166666666667,4506.166666666667,681.6498314776996,4784,4644.6875
2024-01-01 14:00:00,14,0,1,1,1,6.5,0.0,68.0,0.65,0.0,11.5,0,5.799999999999994,7.3,4784.0,4711.0,5255.0,5739.0,4494.833333333333,4485.75,664.7813795592106,4786,4765.7656
2024-01-01 15:00:00,15,0,1,1,1,6.4,0.0,68.0,0.5,0.0,11.6,0,6.499999999999994,7.3,4786.0,4738.0,5184.0,5691.0,4632.666666666667,4466.208333333333,647.8636450181334,4799,4781.123
2024-01-01 16:00:00,16,0,1,1,1,5.8,0.0,68.0,0.18,0.0,12.2,0,6.733333333333327,7.3,4799.0,4784.0,5077.0,5632.0,4722.666666666667,4450.166666666667,633.9344820532962,4840,4836.907
2024-01-01 17:00:00,17,0,1,1,1,5.5,0.0,71.0,0.08,0.0,12.5,0,6.233333333333327,7.3,4840.0,4786.0,5096.0,5661.0,4776.333333333333,4440.291666666667,625.5358384176528,4927,4874.2603
2024-01-01 18:00:00,18,0,1,1,0,4.9,0.0,71.0,0.01,0.0,13.1,0,5.899999999999994,7.3,4927.0,4799.0,5263.0,5861.0,4812.333333333333,4433.25,618.7479819905186,5134,5032.305
2024-01-01 19:00:00,19,0,1,1,0,4.6,0.0,72.0,0.0,0.0,13.4,0,5.399999999999994,7.3,5134.0,4840.0,5327.0,5917.0,4878.333333333333,4427.875,611.7473414593284,5223,5199.0786
2024-01-01 20:00:00,20,0,1,1,0,4.4,0.0,75.0,0.0,0.0,13.6,0,4.999999999999994,6.5,5223.0,4927.0,5234.0,5801.0,4951.5,4423.541666666667,605.4372461766109,5151,5147.264
2024-01-01 21:00:00,21,0,1,1,0,4.3,0.0,77.0,0.0,0.0,13.7,0,4.6333333333333275,6.4,5151.0,5134.0,5083.0,5612.0,5012.333333333333,4420.083333333333,600.8260195739265,5019,5020.9526
2024-01-01 22:00:00,22,0,1,1,0,4.1,0.0,79.0,0.0,0.0,13.9,0,4.433333333333327,5.8,5019.0,5223.0,4872.0,5333.0,5049.0,4417.416666666667,597.890706652475,4802,4773.398
2024-01-01 23:00:00,23,0,1,1,0,3.9,0.0,82.0,0.0,0.0,14.1,0,4.2666666666666595,5.5,4802.0,5151.0,4596.0,4953.0,5042.666666666667,4414.5,595.7435981884784,4477,4434.7954
2024-01-02 00:00:00,0,1,1,0,0,3.7,0.0,82.0,0.0,0.0,14.3,0,4.099999999999993,4.9,4477.0,5019.0,4298.0,4581.0,4967.666666666667,4409.541666666667,594.6615390408554,4135,4169.533
2024-01-02 01:00:00,1,1,1,0,0,3.5,0.0,85.0,0.0,0.0,14.5,0,3.8999999999999937,4.6,4135.0,4802.0,4002.0,4191.0,4801.166666666667,4402.75,596.917389230003,3778,3784.4739
2024-01-02 02:00:00,2,1,1,0,0,3.3,0.0,86.0,0.0,0.0,14.7,0,3.699999999999994,4.4,3778.0,4477.0,3757.0,3928.0,4560.333333333333,4393.416666666667,605.1503526193363,3530,3522.0696
2024-01-02 03:00:00,3,1,1,0,0,3.0,0.0,80.0,0.0,0.0,15.0,0,3.4999999999999933,4.3,3530.0,4135.0,3544.0,3766.0,4290.166666666667,4383.958333333333,617.1841722988171,3392,3422.478
2024-01-02 04:00:00,4,1,1,0,0,2.8,0.0,82.0,0.0,0.0,15.2,0,3.2666666666666604,4.1,3392.0,3778.0,3431.0,3696.0,4019.0,4377.625,626.881988235311,3340,3348.8923
2024-01-02 05:00:00,5,1,1,0,0,2.4,0.0,84.0,0.0,0.0,15.6,0,3.0333333333333274,3.9,3340.0,3530.0,3416.0,3751.0,3775.3333333333335,4373.833333333333,633.1009031924782,3406,3425.0754
2024-01-02 06:00:00,6,1,1,0,0,2.3,0.0,84.0,0.0,0.0,15.7,0,2.733333333333327,3.7,3406.0,3392.0,3524.0,4057.0,3596.8333333333335,4373.416666666667,633.7616419763214,3715,3667.7366
2024-01-02 07:00:00,7,1,1,0,0,2.2,0.0,82.0,0.0,0.0,15.8,0,2.4999999999999933,3.5,3715.0,3340.0,3730.0,4715.0,3526.8333333333335,4381.375,623.7516794435422,4356,4275.33
2024-01-02 08:00:00,8,1,1,0,0,2.3,0.0,77.0,0.0,0.0,15.7,0,2.299999999999994,3.3,4356.0,3406.0,3959.0,5670.0,3623.1666666666665,4407.458333333333,608.2243564290804,5228,4855.099
2024-01-02 09:00:00,9,1,1,0,0,2.3,0.0,75.0,0.12,0.0,15.7,0,2.2666666666666604,3.0,5228.0,3715.0,4259.0,6806.0,3906.1666666666665,4460.333333333333,622.5342083610026,6236,6057.454
2024-01-02 10:00:00,10,1,1,0,0,2.7,0.0,74.0,0.26,0.0,15.3,0,2.2666666666666604,2.8,6236.0,4356.0,4518.0,7642.0,4380.166666666667,4542.708333333333,718.1868764414385,7036,6730.306
2024-01-02 11:00:00,11,1,1,0,0,3.1,0.0,73.0,0.4,0.0,14.9,0,2.433333333333327,2.7,7036.0,5228.0,4711.0,7942.0,4996.166666666667,4647.625,880.0923277899583,7397,7256.4316
2024-01-02 12:00:00,12,1,1,0,0,3.6,0.0,72.0,0.6,0.0,14.4,0,2.699999999999994,3.1,7397.0,6236.0,4738.0,7843.0,5661.333333333333,4759.541666666667,1044.0176568208014,7405,7267.09
2024-01-02 13:00:00,13,1,1,0,0,4.0,0.0,68.0,0.63,0.0,14.0,0,3.133333333333327,3.6,7405.0,7036.0,4784.0,7630.0,6276.333333333333,4870.666666666667,1175.3073850169344,7307,7241.551
2024-01-02 14:00:00,14,1,1,0,1,4.1,0.0,63.0,0.63,0.0,13.9,0,3.5666666666666607,4.0,7307.0,7397.0,4786.0,7493.0,6768.166666666667,4975.791666666667,1275.7601307580803,7226,7198.3506
2024-01-02 15:00:00,15,1,1,0,1,3.9,0.0,62.0,0.51,0.0,14.1,0,3.8999999999999937,4.1,7226.0,7405.0,4799.0,7358.0,7101.166666666667,5077.458333333333,1354.7552315155822,7127,7088.4165
2024-01-02 16:00:00,16,1,1,0,1,4.0,0.0,62.0,0.5,0.0,14.0,0,3.9999999999999933,4.1,7127.0,7307.0,4840.0,7210.0,7249.666666666667,5174.458333333333,1415.91245673768,7002,6997.3247
2024-01-02 17:00:00,17,1,1,0,1,3.5,0.0,63.0,0.21,0.0,14.5,0,3.9999999999999933,4.1,7002.0,7226.0,4927.0,7150.0,7244.0,5264.541666666667,1461.7421404423353,6946,6931.1353
2024-01-02 18:00:00,18,1,1,0,0,3.2,0.0,64.0,0.01,0.0,14.8,0,3.7999999999999936,4.1,6946.0,7127.0,5134.0,7207.0,7168.833333333333,5348.666666666667,1499.092353411887,6929,6862.793
2024-01-02 19:00:00,19,1,1,0,0,2.9,0.0,70.0,0.0,0.0,15.1,0,3.5666666666666607,4.1,6929.0,7002.0,5223.0,6813.0,7089.5,5423.458333333333,1532.3257679286073,6580,6554.6284
2024-01-02 20:00:00,20,1,1,0,0,2.4,0.0,70.0,0.0,0.0,15.6,0,3.1999999999999935,4.1,6580.0,6946.0,5151.0,6437.0,6968.333333333333,5480.0,1549.5467780584534,6220,6194.445
2024-01-02 21:00:00,21,1,1,0,0,2.3,0.0,72.0,0.0,0.0,15.7,0,2.833333333333327,4.0,6220.0,6929.0,5019.0,6035.0,6800.666666666667,5524.541666666667,1555.0329782373844,5830,5817.808
2024-01-02 22:00:00,22,1,1,0,0,2.3,0.0,72.0,0.0,0.0,15.7,0,2.5333333333333274,4.0,5830.0,6580.0,4802.0,5595.0,6584.5,5558.333333333333,1552.3791184940187,5390,5338.496
2024-01-02 23:00:00,23,1,1,0,0,2.3,0.0,73.0,0.0,0.0,15.7,0,2.333333333333327,3.5,5390.0,6220.0,4477.0,5074.0,6315.833333333333,5582.833333333333,1544.5437110559078,4825,4804.501
2024-01-03 00:00:00,0,2,1,0,0,2.4,0.0,72.0,0.0,0.0,15.6,0,2.3,3.2,4825.0,5830.0,4135.0,4631.0,5962.333333333333,5597.333333333333,1535.3168393206292,4440,4364.4736
2024-01-03 01:00:00,1,2,1,0,0,2.3,0.0,74.0,0.0,0.0,15.7,0,2.3333333333333273,2.9,4440.0,5390.0,3778.0,4241.0,5547.5,5610.041666666667,1523.9062358228437,4052,3969.37
2024-01-03 02:00:00,2,2,1,0,0,2.2,0.0,74.0,0.0,0.0,15.8,0,2.3333333333333273,2.4,4052.0,4825.0,3530.0,3925.0,5126.166666666667,5621.458333333333,1510.5522163064888,3720,3662.6052
2024-01-03 03:00:00,3,2,1,0,0,2.1,0.0,75.0,0.0,0.0,15.9,0,2.299999999999994,2.4,3720.0,4440.0,3392.0,3758.0,4709.5,5629.375,1499.5724843666628,3545,3472.8237
2024-01-03 04:00:00,4,2,1,0,0,2.0,0.0,77.0,0.0,0.0,16.0,0,2.199999999999994,2.4,3545.0,4052.0,3340.0,3682.0,4328.666666666667,5635.75,1489.941675251825,3469,3384.8218
2024-01-03 05:00:00,5,2,1,0,0,2.2,0.0,77.0,0.0,0.0,15.8,0,2.099999999999994,2.4,3469.0,3720.0,3406.0,3742.0,4008.5,5641.125,1481.5084355363147,3528,3466.5605
2024-01-03 06:00:00,6,2,1,0,0,2.2,0.0,78.0,0.0,0.0,15.8,0,2.099999999999994,2.4,3528.0,3545.0,3715.0,4037.0,3792.3333333333335,5646.208333333333,1473.6945580283455,3813,3807.9988
2024-01-03 07:00:00,7,2,1,0,0,2.2,0.0,78.0,0.0,0.0,15.8,0,2.1333333333333275,2.3,3813.0,3469.0,4356.0,4660.0,3687.8333333333335,5650.291666666667,1468.236548859154,4376,4361.656
2024-01-03 08:00:00,8,2,1,0,0,2.3,0.0,80.0,0.0,0.0,15.7,0,2.2,2.2,4376.0,3528.0,5228.0,5586.0,3741.8333333333335,5651.125,1467.4754812410054,5217,5071.71
2024-01-03 09:00:00,9,2,1,0,0,2.1,0.1,85.0,0.02,0.0,15.9,0,2.233333333333327,2.3,5217.0,3813.0,6236.0,6663.0,3991.3333333333335,5650.666666666667,1467.6150918994588,6201,6063.56
2024-01-03 10:00:00,10,2,1,0,0,1.8,0.0,90.0,0.12,0.0,16.2,0,2.199999999999994,2.3,6201.0,4376.0,7036.0,7446.0,4434.0,5649.208333333333,1467.025442983986,6989,6789.1963
2024-01-03 11:00:00,11,2,1,0,0,2.4,0.0,89.0,0.4,0.0,15.6,0,2.06666666666666,2.3,6989.0,5217.0,7397.0,7729.0,5020.666666666667,5647.25,1465.1238632902853,7329,7248.1855
2024-01-03 12:00:00,12,2,1,0,0,3.0,0.5,89.0,0.38,0.0,15.0,0,2.099999999999994,2.4,7329.0,6201.0,7405.0,7615.0,5654.166666666667,5644.416666666667,1461.6546287079002,7328,7296.1724
2024-01-03 13:00:00,13,2,1,0,0,3.8,0.0,84.0,0.52,0.0,14.2,0,2.3999999999999937,3.0,7328.0,6989.0,7307.0,7384.0,6240.0,5641.208333333333,1457.7012868440186,7227,7220.876
2024-01-03 14:00:00,14,2,1,0,1,3.4,0.0,85.0,0.43,0.0,14.6,0,3.0666666666666607,3.8,7227.0,7329.0,7226.0,7232.0,6715.166666666667,5637.875,1453.8127776269355,7171,7128.923
2024-01-03 15:00:00,15,2,1,0,1,3.2,0.0,83.0,0.47,0.0,14.8,0,3.3999999999999937,3.8,7171.0,7328.0,7127.0,7097.0,7040.833333333333,5635.583333333333,1451.241624824491,7127,7069.6426
2024-01-03 16:00:00,16,2,1,0,1,3.7,0.0,75.0,0.58,0.0,14.3,0,3.46666666666666,3.8,7127.0,7227.0,7002.0,6983.0,7195.166666666667,5635.583333333333,1451.241624824491,6985,7016.4146
2024-01-03 17:00:00,17,2,1,0,1,3.0,0.0,77.0,0.38,0.0,15.0,0,3.433333333333328,3.8,6985.0,7171.0,6946.0,6931.0,7194.5,5634.875,1450.5496802936605,6881,6895.282
2024-01-03 18:00:00,18,2,1,0,0,2.3,0.0,82.0,0.02,0.0,15.7,0,3.2999999999999936,3.8,6881.0,7127.0,6929.0,6977.0,7119.833333333333,5632.166666666667,1448.053766317041,6911,6891.182
2024-01-03 19:00:00,19,2,1,0,0,1.7,0.0,82.0,0.0,0.0,16.3,0,2.9999999999999942,3.8,6911.0,6985.0,6580.0,6640.0,7050.333333333333,5631.416666666667,1447.3573795224215,6623,6569.5327
2024-01-03 20:00:00,20,2,1,0,0,1.3,0.0,78.0,0.0,0.0,16.7,0,2.3333333333333273,3.7,6623.0,6881.0,6220.0,6314.0,6949.666666666667,5633.208333333333,1448.6087472248232,6302,6278.3057
2024-01-03 21:00:00,21,2,1,0,0,0.6,0.0,73.0,0.0,0.0,17.4,0,1.7666666666666604,3.7,6302.0,6911.0,5830.0,5939.0,6804.833333333333,5636.625,1450.14880233481,5934,5887.7383
2024-01-03 22:00:00,22,2,1,0,0,0.0,0.0,74.0,0.0,0.0,18.0,0,1.199999999999994,3.7,5934.0,6623.0,5390.0,5530.0,6606.0,5640.958333333333,1450.9069571093958,5509,5414.0776
2024-01-03 23:00:00,23,2,1,0,0,-0.5,0.0,75.0,0.0,0.0,18.5,0,0.6333333333333272,3.0,5509.0,6302.0,4825.0,5033.0,6360.0,5645.916666666667,1450.2152139136824,5004,4932.221
2024-01-04 00:00:00,0,3,1,0,0,-1.1,0.0,78.0,0.0,0.0,19.1,0,0.033333333333327254,2.3,5004.0,5934.0,4440.0,4602.0,6047.166666666667,5653.375,1446.2646583376652,4556,4579.075
2024-01-04 01:00:00,1,3,1,0,0,-1.5,0.0,79.0,0.0,0.0,19.5,0,-0.5333333333333394,1.7,4556.0,5509.0,4052.0,4209.0,5654.666666666667,5658.208333333333,1442.2215043999536,4158,4091.7869
2024-01-04 02:00:00,2,3,1,0,0,-1.9,0.0,81.0,0.0,0.0,19.9,0,-1.0333333333333394,1.3,4158.0,5004.0,3720.0,3889.0,5243.833333333333,5662.625,1437.2424930037707,3834,3778.1716
2024-01-04 03:00:00,3,3,1,0,0,-2.2,0.0,80.0,0.0,0.0,20.2,0,-1.500000000000006,0.6,3834.0,4556.0,3545.0,3717.0,4832.5,5667.375,1430.7166587443994,3656,3646.5134
2024-01-04 04:00:00,4,3,1,0,0,-2.5,0.0,82.0,0.0,0.0,20.5,0,-1.8666666666666727,0.0,3656.0,4158.0,3469.0,3644.0,4452.833333333333,5672.0,1423.7197757986096,3585,3517.4233
2024-01-04 05:00:00,5,3,1,0,0,-2.7,0.0,79.0,0.0,0.0,20.7,0,-2.200000000000006,-0.5,3585.0,3834.0,3528.0,3696.0,4132.166666666667,5676.833333333333,1416.0921938381407,3638,3607.395
2024-01-04 06:00:00,6,3,1,0,0,-3.1,0.0,82.0,0.0,0.0,21.1,0,-2.466666666666673,-1.1,3638.0,3656.0,3813.0,3976.0,3904.5,5681.416666666667,1408.9951065014282,3930,3871.9446
2024-01-04 07:00:00,7,3,1,0,0,-3.2,0.0,87.0,0.0,0.0,21.2,0,-2.766666666666673,-1.5,3930.0,3585.0,4376.0,4585.0,3800.1666666666665,5686.291666666667,1402.4366211880376,4538,4461.036
2024-01-04 08:00:00,8,3,1,0,0,-2.8,0.0,87.0,0.0,0.0,20.8,0,-3.0000000000000067,-1.9,4538.0,3638.0,5217.0,5463.0,3863.5,5693.041666666667,1396.2320561819906,5400,5311.728
2024-01-04 09:00:00,9,3,1,0,0,-1.8,0.0,84.0,0.13,0.0,19.8,0,-3.033333333333339,-2.2,5400.0,3930.0,6201.0,6483.0,4124.5,5700.666666666667,1394.0172373292446,6388,6365.6436
2024-01-04 10:00:00,10,3,1,0,0,-0.7,0.0,83.0,0.34,0.0,18.7,0,-2.6000000000000063,-1.8,6388.0,4538.0,6989.0,7209.0,4579.833333333333,5708.458333333333,1397.4537397388833,7158,7057.8237
2024-01-04 11:00:00,11,3,1,0,0,0.4,0.0,80.0,0.56,0.0,17.6,0,-1.7666666666666728,-0.7,7158.0,5400.0,7329.0,7436.0,5175.333333333333,5715.5,1404.5943867552633,7477,7463.1035
2024-01-04 12:00:00,12,3,1,0,0,1.4,0.0,73.0,0.95,0.0,16.6,0,-0.7000000000000061,0.4,7477.0,6388.0,7328.0,7338.0,5815.166666666667,5721.666666666667,1412.2900203036634,7399,7516.401
2024-01-04 13:00:00,13,3,1,0,0,2.5,0.0,69.0,0.96,0.0,15.5,0,0.36666666666666053,1.4,7399.0,7158.0,7227.0,7146.0,6393.333333333333,5724.625,1415.8709353026602,7250,7234.926
2024-01-04 14:00:00,14,3,1,0,1,3.7,0.0,66.0,0.95,0.0,14.3,0,1.4333333333333271,2.5,7250.0,7477.0,7171.0,7043.0,6845.333333333333,5725.583333333333,1416.939411937397,7131,7166.936
2024-01-04 15:00:00,15,3,1,0,1,4.0,0.0,65.0,0.63,0.0,14.0,0,2.5333333333333274,3.7,7131.0,7399.0,7127.0,6967.0,7133.833333333333,5723.916666666667,1415.1877711230686,7008,7031.5396
2024-01-04 16:00:00,16,3,1,0,1,4.7,0.0,65.0,0.49,0.0,13.3,0,3.3999999999999937,4.0,7008.0,7250.0,6985.0,6897.0,7237.166666666667,5718.958333333333,1410.2579930225904,6889,6905.934
2024-01-04 17:00:00,17,3,1,0,1,4.4,0.0,65.0,0.2,0.0,13.6,0,4.133333333333327,4.7,6889.0,7131.0,6881.0,6862.0,7192.333333333333,5714.958333333333,1406.6424247945638,6832,6820.762
2024-01-04 18:00:00,18,3,1,0,0,4.5,0.0,67.0,0.01,0.0,13.5,0,4.366666666666661,4.7,6832.0,7008.0,6911.0,6892.0,7084.833333333333,5712.916666666667,1404.9108873694877,6852,6806.6143
2024-01-04 19:00:00,19,3,1,0,0,4.2,0.0,70.0,0.0,0.0,13.8,0,4.533333333333328,4.7,6852.0,6889.0,6623.0,6535.0,6993.666666666667,5710.458333333333,1402.7733083824307,6526,6532.5903
2024-01-04 20:00:00,20,3,1,0,0,4.2,0.0,69.0,0.0,0.0,13.8,0,4.366666666666661,4.7,6526.0,6832.0,6302.0,6238.0,6873.0,5706.416666666667,1400.167099241068,6187,6126.8325
2024-01-04 21:00:00,21,3,1,0,0,4.4,0.0,70.0,0.0,0.0,13.6,0,4.299999999999994,4.7,6187.0,6852.0,5934.0,5877.0,6715.666666666667,5701.625,1398.2357147957848,5819,5818.417
2024-01-04 22:00:00,22,3,1,0,0,4.5,0.0,71.0,0.0,0.0,13.5,0,4.266666666666661,4.7,5819.0,6526.0,5509.0,5460.0,6517.5,5696.833333333333,1397.601662061528,5392,5329.4497
2024-01-04 23:00:00,23,3,1,0,0,4.5,0.0,71.0,0.0,0.0,13.5,0,4.366666666666661,4.5,5392.0,6187.0,5004.0,4972.0,6268.0,5691.958333333333,1398.4891064277708,4894,4820.6147
2024-01-05 00:00:00,0,4,1,0,0,4.1,0.0,73.0,0.0,0.0,13.9,0,4.4666666666666615,4.5,4894.0,5819.0,4556.0,4558.0,5945.0,5687.375,1401.0197780467997,4475,4445.654
2024-01-05 01:00:00,1,4,1,0,0,3.7,0.0,75.0,0.0,0.0,14.3,0,4.36666666666666,4.5,4475.0,5392.0,4158.0,4183.0,5548.833333333333,5684.0,1403.9581933575141,4084,4047.0654
2024-01-05 02:00:00,2,4,1,0,0,3.1,0.0,79.0,0.0,0.0,14.9,0,4.099999999999993,4.5,4084.0,4894.0,3834.0,3848.0,5141.833333333333,5680.916666666667,1407.531972504792,3679,3708.7495
2024-01-05 03:00:00,3,4,1,0,0,2.8,0.0,80.0,0.0,0.0,15.2,0,3.6333333333333275,4.5,3679.0,4475.0,3656.0,3676.0,4723.833333333333,5674.458333333333,1416.7005752549048,3554,3506.4736
2024-01-05 04:00:00,4,4,1,0,0,3.0,0.0,82.0,0.0,0.0,15.0,0,3.199999999999994,4.5,3554.0,4084.0,3585.0,3599.0,4346.333333333333,5670.208333333333,1423.157358746272,3473,3424.8457
2024-01-05 05:00:00,5,4,1,0,0,3.4,0.0,83.0,0.0,0.0,14.6,0,2.966666666666661,4.5,3473.0,3679.0,3638.0,3644.0,4026.5,5665.541666666667,1430.4571473352007,3521,3499.4338
2024-01-05 06:00:00,6,4,1,0,0,5.0,0.0,87.0,0.0,0.0,13.0,0,3.0666666666666607,4.1,3521.0,3554.0,3930.0,3917.0,3797.6666666666665,5660.666666666667,1437.8477172395744,3790,3771.375
2024-01-05 07:00:00,7,4,1,0,0,5.4,0.0,87.0,0.0,0.0,12.6,0,3.7999999999999936,5.0,3790.0,3473.0,4538.0,4486.0,3683.5,5654.833333333333,1445.438241553394,4353,4304.6504
2024-01-05 08:00:00,8,4,1,0,0,5.0,0.0,88.0,0.0,0.0,13.0,0,4.599999999999994,5.4,4353.0,3521.0,5400.0,5306.0,3728.3333333333335,5647.125,1452.130917337344,5124,5027.4663
2024-01-05 09:00:00,9,4,1,0,0,5.1,0.0,88.0,0.08,0.0,12.9,0,5.133333333333328,5.4,5124.0,3790.0,6388.0,6255.0,3969.1666666666665,5635.625,1455.2625883623186,5997,5941.859
2024-01-05 10:00:00,10,4,1,0,0,5.8,0.0,87.0,0.34,0.0,12.2,0,5.166666666666661,5.4,5997.0,4353.0,7158.0,6919.0,4376.333333333333,5619.333333333333,1448.6471249940962,6651,6598.822
2024-01-05 11:00:00,11,4,1,0,0,7.4,0.0,77.0,1.05,0.0,10.6,0,5.299999999999994,5.8,6651.0,5124.0,7477.0,7187.0,4906.0,5598.208333333333,1428.7945049302493,6845,6845.768
2024-01-05 12:00:00,12,4,1,0,0,8.1,0.0,68.0,1.11,0.0,9.9,0,6.099999999999994,7.4,6845.0,5997.0,7399.0,7119.0,5460.0,5571.875,1398.1575551106812,6775,6812.839
2024-01-05 13:00:00,13,4,1,0,0,8.3,0.0,64.0,1.38,0.0,9.7,0,7.099999999999994,8.1,6775.0,6651.0,7250.0,6955.0,5957.5,5545.875,1368.1838902752536,6627,6613.9575
2024-01-05 14:00:00,14,4,1,0,1,8.9,0.0,60.0,1.52,0.0,9.1,0,7.933333333333327,8.3,6627.0,6845.0,7131.0,6828.0,6336.5,5519.916666666667,1340.0671922370811,6532,6512.7935
2024-01-05 15:00:00,15,4,1,0,1,9.0,0.0,60.0,1.25,0.0,9.0,0,8.433333333333328,8.9,6532.0,6775.0,7008.0,6692.0,6571.166666666667,5494.958333333333,1314.08283370593,6427,6323.2344
2024-01-05 16:00:00,16,4,1,0,1,7.9,0.0,63.0,0.68,0.0,10.1,0,8.733333333333327,9.0,6427.0,6627.0,6889.0,6568.0,6642.833333333333,5470.75,1290.130706219513,6226,6282.8115
2024-01-05 17:00:00,17,4,1,0,1,6.6,0.0,63.0,0.33,0.0,11.4,0,8.599999999999994,9.0,6226.0,6532.0,6832.0,6483.0,6572.0,5443.125,1265.3013152914539,6307,6167.2095
2024-01-05 18:00:00,18,4,1,0,0,5.4,0.0,71.0,0.03,0.0,12.6,0,7.833333333333329,9.0,6307.0,6427.0,6852.0,6486.0,6482.333333333333,5421.25,1244.6150531127298,6419,6277.062
2024-01-05 19:00:00,19,4,1,0,0,4.3,0.0,77.0,0.0,0.0,13.7,0,6.633333333333328,9.0,6419.0,6226.0,6526.0,6224.0,6423.0,5403.208333333333,1225.972195555585,6214,6201.602
2024-01-05 20:00:00,20,4,1,0,0,3.6,0.0,82.0,0.0,0.0,14.4,0,5.433333333333327,9.0,6214.0,6307.0,6187.0,5930.0,6354.166666666667,5390.208333333333,1215.1551333835625,5926,5933.946
2024-01-05 21:00:00,21,4,1,0,0,3.1,0.0,83.0,0.0,0.0,14.9,0,4.433333333333327,9.0,5926.0,6419.0,5819.0,5621.0,6253.166666666667,5379.333333333333,1208.8658596662756,5601,5535.975
2024-01-05 22:00:00,22,4,1,0,0,2.7,0.0,82.0,0.0,0.0,15.3,0,3.6666666666666607,7.9,5601.0,6214.0,5392.0,5247.0,6115.5,5370.25,1206.2347543528629,5223,5202.3115
2024-01-05 23:00:00,23,4,1,0,0,2.0,0.0,82.0,0.0,0.0,16.0,0,3.1333333333333275,6.6,5223.0,5926.0,4894.0,4817.0,5948.333333333333,5363.208333333333,1206.5954971905849,4799,4725.623
2024-01-06 00:00:00,0,5,1,0,0,1.4,0.0,80.0,0.0,0.0,16.6,0,2.5999999999999943,5.4,4799.0,5601.0,4475.0,4462.0,5697.0,5359.25,1208.3562406624303,4431,4383.0684
2024-01-06 01:00:00,1,5,1,0,0,0.7,0.0,79.0,0.0,0.0,17.3,0,2.0333333333333274,4.3,4431.0,5223.0,4084.0,4128.0,5365.666666666667,5357.416666666667,1209.7886957670796,4102,4011.5212
