기준일자,기준시,전력사용량(MWh),datetime,기온(°C),강수량(mm),풍속(m/s),습도(%),일사(MJ/m2),전운량(10분위),미세먼지(PM10),초미세먼지(PM25),hour,dayofweek,month,is_weekend,is_holiday,is_off
2023-01-01,1,3783,2023-01-01 1:00,1.5,,1.9,71,,6,60.25,46.275,1,6,1,1,1,1
2023-01-01,2,3567,2023-01-01 2:00,1.5,,1.9,72,,9,64.925,50.225,2,6,1,1,1,1
2023-01-01,3,3364,2023-01-01 3:00,1.6,,1.6,74,,8,70.95,54.475,3,6,1,1,1,1
2023-01-01,4,3264,2023-01-01 4:00,1.5,,1.4,74,,9,75.625,58.75,4,6,1,1,1,1
2023-01-01,5,3252,2023-01-01 5:00,0.8,,2.4,62,,7,77.575,59.4,5,6,1,1,1,1
2023-01-01,6,3376,2023-01-01 6:00,-0.2,,3.1,67,,1,66.925,50.525,6,6,1,1,1,1
2023-01-01,7,3586,2023-01-01 7:00,-1.5,,2.5,71,,0,63.05,47.125,7,6,1,1,1,1
2023-01-01,8,3825,2023-01-01 8:00,-1.8,,2.7,75,0,0,64.775,49.475,8,6,1,1,1,1
2023-01-01,9,4132,2023-01-01 9:00,-1.7,,2.1,75,0.28,0,68.625,51.325,9,6,1,1,1,1
2023-01-01,10,4398,2023-01-01 10:00,-0.4,,2.4,66,0.83,0,70.525,52.45,10,6,1,1,1,1
2023-01-01,11,4580,2023-01-01 11:00,0.4,,3.6,58,1.38,0,73.45,53.375,11,6,1,1,1,1
2023-01-01,12,4585,2023-01-01 12:00,2,,1.7,54,1.73,0,71.925,52.1,12,6,1,1,1,1
2023-01-01,13,4569,2023-01-01 13:00,3,,2.5,45,1.87,0,69.65,49.35,13,6,1,1,1,1
2023-01-01,14,4540,2023-01-01 14:00,3.8,,2.9,38,1.77,1,59.35,40.475,14,6,1,1,1,1
2023-01-01,15,4510,2023-01-01 15:00,3.1,,3.1,37,1.51,1,48.5,30.975,15,6,1,1,1,1
2023-01-01,16,4516,2023-01-01 16:00,2.6,,4.4,33,0.97,1,42.425,27.025,16,6,1,1,1,1
2023-01-01,17,4598,2023-01-01 17:00,1.7,,3.1,29,0.44,0,35.825,21.95,17,6,1,1,1,1
2023-01-01,18,4861,2023-01-01 18:00,0.1,,2.9,35,0.03,0,27.925,14.425,18,6,1,1,1,1
2023-01-01,19,5002,2023-01-01 19:00,-0.8,,2.9,40,,1,27.5,15.25,19,6,1,1,1,1
2023-01-01,20,4962,2023-01-01 20:00,-1.7,,3.5,44,,4,27.475,15.3,20,6,1,1,1,1
2023-01-01,21,4847,2023-01-01 21:00,-2.2,,3.2,45,,0,26.65,15.1,21,6,1,1,1,1
2023-01-01,22,4666,2023-01-01 22:00,-2.7,,3.8,45,,7,22.725,12.325,22,6,1,1,1,1
2023-01-01,23,4382,2023-01-01 23:00,-3.4,,2.6,46,,1,19.125,9.95,23,6,1,1,1,1
2023-01-01,24,4071,2023-01-02 0:00,-4.3,,2.2,49,,0,17.875,8.897435897,0,0,1,0,0,0
2023-01-02,1,3763,2023-01-02 1:00,-5,,2.6,49,,0,18.55,9.675,1,0,1,0,0,0
2023-01-02,2,3544,2023-01-02 2:00,-5.6,,2.3,51,,0,18.20512821,9.615384615,2,0,1,0,0,0
2023-01-02,3,3424,2023-01-02 3:00,-6.2,,2.2,53,,0,18.2,10.225,3,0,1,0,0,0
2023-01-02,4,3371,2023-01-02 4:00,-6.6,,1.2,52,,0,18.675,10.15,4,0,1,0,0,0
2023-01-02,5,3430,2023-01-02 5:00,-6.7,,1.9,52,,0,19.25,10.375,5,0,1,0,0,0
2023-01-02,6,3737,2023-01-02 6:00,-6.4,,2.7,51,,0,19.675,10.5,6,0,1,0,0,0
2023-01-02,7,4344,2023-01-02 7:00,-6.6,,2.9,52,,2,21.1,10.9,7,0,1,0,0,0
2023-01-02,8,5143,2023-01-02 8:00,-7.3,,1.7,53,0,1,22.525,10.925,8,0,1,0,0,0
2023-01-02,9,6090,2023-01-02 9:00,-6.6,,3,53,0.33,0,23.6,11.875,9,0,1,0,0,0
2023-01-02,10,6842,2023-01-02 10:00,-5.1,,2.6,47,0.91,0,24.3,11.325,10,0,1,0,0,0
2023-01-02,11,7119,2023-01-02 11:00,-4.1,,3.7,44,1.5,0,28.25,12.82051282,11,0,1,0,0,0
2023-01-02,12,7289,2023-01-02 12:00,-2.6,,3.2,37,1.86,0,28.64102564,12.37837838,12,0,1,0,0,0
2023-01-02,13,7149,2023-01-02 13:00,-2.2,,3.5,35,1.99,0,29.15789474,13.40540541,13,0,1,0,0,0
2023-01-02,14,7060,2023-01-02 14:00,-1.4,,2.8,34,1.89,0,29.34210526,14.39473684,14,0,1,0,0,0
2023-01-02,15,6945,2023-01-02 15:00,-0.7,,3,34,1.6,0,31.07692308,14.48717949,15,0,1,0,0,0
2023-01-02,16,6828,2023-01-02 16:00,-0.9,,3,34,1.09,0,31.13513514,12.54054054,16,0,1,0,0,0
2023-01-02,17,6817,2023-01-02 17:00,-1.7,,1.7,37,0.43,0,30.63157895,11.44736842,17,0,1,0,0,0
2023-01-02,18,6838,2023-01-02 18:00,-2.7,,2.8,39,0.03,0,28.71052632,10.57894737,18,0,1,0,0,0
2023-01-02,19,6549,2023-01-02 19:00,-3.4,,2.6,44,,0,28.525,10.25,19,0,1,0,0,0
2023-01-02,20,6156,2023-01-02 20:00,-3.7,,2.9,46,,0,30.225,11.25,20,0,1,0,0,0
2023-01-02,21,5757,2023-01-02 21:00,-4.4,,1.7,48,,0,31.775,12.7,21,0,1,0,0,0
2023-01-02,22,5350,2023-01-02 22:00,-5.1,,2.5,46,,0,29.425,12.94871795,22,0,1,0,0,0
2023-01-02,23,4841,2023-01-02 23:00,-5.8,,1.6,49,,0,27.1,13.075,23,0,1,0,0,0
2023-01-02,24,4440,2023-01-03 0:00,-6.5,,2.5,52,,0,25.625,12.6,0,1,1,0,0,0
2023-01-03,1,4074,2023-01-03 1:00,-7.3,,2.3,55,,0,25.475,13.425,1,1,1,0,0,0
2023-01-03,2,3777,2023-01-03 2:00,-7.6,,1.2,59,,0,25.55,13.425,2,1,1,0,0,0
2023-01-03,3,3631,2023-01-03 3:00,-8.1,,1.1,60,,0,26.85,14.575,3,1,1,0,0,0
2023-01-03,4,3571,2023-01-03 4:00,-8.2,,2.1,59,,0,26.925,15.125,4,1,1,0,0,0
2023-01-03,5,3632,2023-01-03 5:00,-8.4,,1.6,61,,0,26.8,15.025,5,1,1,0,0,0
2023-01-03,6,3928,2023-01-03 6:00,-8.9,,1,65,,0,26.425,15.175,6,1,1,0,0,0
2023-01-03,7,4535,2023-01-03 7:00,-8.9,,0.8,67,,0,28.375,17.225,7,1,1,0,0,0
2023-01-03,8,5369,2023-01-03 8:00,-8.8,,1.5,66,0,0,29.625,17.375,8,1,1,0,0,0
2023-01-03,9,6389,2023-01-03 9:00,-8.3,,1.9,65,0.32,0,32.05,18.675,9,1,1,0,0,0
2023-01-03,10,7151,2023-01-03 10:00,-5.8,,1,59,0.89,0,36.41025641,20.55,10,1,1,0,0,0
2023-01-03,11,7385,2023-01-03 11:00,-3.4,,2.6,41,1.49,0,43.38461538,25.875,11,1,1,0,0,0
2023-01-03,12,7323,2023-01-03 12:00,-2.3,,3,36,1.87,0,41.43243243,23.59459459,12,1,1,0,0,0
2023-01-03,13,7133,2023-01-03 13:00,-1.3,,3.3,34,2,0,36.18918919,19.21621622,13,1,1,0,0,0
2023-01-03,14,7048,2023-01-03 14:00,-0.2,,2.5,30,1.94,0,32.91891892,16.64864865,14,1,1,0,0,0
2023-01-03,15,6950,2023-01-03 15:00,-0.5,,3.6,27,1.62,0,31.47222222,16.41666667,15,1,1,0,0,0
2023-01-03,16,6851,2023-01-03 16:00,0.3,,2.3,30,1.13,0,30.08571429,15.08571429,16,1,1,0,0,0
2023-01-03,17,6820,2023-01-03 17:00,-1.3,,2.5,36,0.48,0,28.81081081,14.13513514,17,1,1,0,0,0
2023-01-03,18,6861,2023-01-03 18:00,-2.4,,1.9,39,0.03,0,29.07692308,15.12820513,18,1,1,0,0,0
2023-01-03,19,6549,2023-01-03 19:00,-3.1,,2.1,43,,0,29.7,15.675,19,1,1,0,0,0
2023-01-03,20,6196,2023-01-03 20:00,-3.8,,1.8,50,,1,30.275,17.175,20,1,1,0,0,0
2023-01-03,21,5797,2023-01-03 21:00,-4.3,,1,50,,0,31.175,17.7,21,1,1,0,0,0
2023-01-03,22,5372,2023-01-03 22:00,-4.8,,0.8,52,,0,29.55,16.225,22,1,1,0,0,0
2023-01-03,23,4867,2023-01-03 23:00,-5.2,,0.8,50,,0,30.725,17.35,23,1,1,0,0,0
2023-01-03,24,4469,2023-01-04 0:00,-5.2,,0.8,50,,0,30.325,17.575,0,2,1,0,0,0
2023-01-04,1,4083,2023-01-04 1:00,-5.2,,0.5,50,,0,31.725,19.15,1,2,1,0,0,0
2023-01-04,2,3783,2023-01-04 2:00,-5.6,,1.4,52,,0,30.725,18.975,2,2,1,0,0,0
2023-01-04,3,3632,2023-01-04 3:00,-5.7,,2,54,,7,30.2,19.025,3,2,1,0,0,0
2023-01-04,4,3563,2023-01-04 4:00,-5.1,,2.1,59,,8,29.625,18.775,4,2,1,0,0,0
2023-01-04,5,3615,2023-01-04 5:00,-4.6,,2.1,59,,8,29.05,19.76923077,5,2,1,0,0,0
2023-01-04,6,3905,2023-01-04 6:00,-4.2,,1.5,58,,8,30.38461538,19.5,6,2,1,0,0,0
2023-01-04,7,4481,2023-01-04 7:00,-4,,1.3,57,,8,31.525,20.525,7,2,1,0,0,0
2023-01-04,8,5282,2023-01-04 8:00,-4.4,,1.8,58,0,1,32.8,21,8,2,1,0,0,0
2023-01-04,9,6264,2023-01-04 9:00,-4.6,,1.9,62,0.24,0,35.425,22.275,9,2,1,0,0,0
2023-01-04,10,7001,2023-01-04 10:00,-2.6,,2.4,58,0.83,0,39.925,24.55,10,2,1,0,0,0
2023-01-04,11,7224,2023-01-04 11:00,0.7,,0.9,45,1.38,0,46.56410256,29.23076923,11,2,1,0,0,0
2023-01-04,12,7116,2023-01-04 12:00,1.5,,3,41,1.75,0,49.6,31.225,12,2,1,0,0,0
2023-01-04,13,6923,2023-01-04 13:00,1.9,,3.5,41,1.91,0,44.51351351,26.48648649,13,2,1,0,0,0
2023-01-04,14,6846,2023-01-04 14:00,2,,3.8,40,1.82,0,38.91891892,23.10810811,14,2,1,0,0,0
2023-01-04,15,6729,2023-01-04 15:00,2.9,,2.6,37,1.54,0,38.60526316,23.31578947,15,2,1,0,0,0
2023-01-04,16,6619,2023-01-04 16:00,2.7,,2.6,35,0.94,0,37.94594595,23.59459459,16,2,1,0,0,0
2023-01-04,17,6593,2023-01-04 17:00,1.9,,2.6,40,0.45,0,37.24324324,24.47222222,17,2,1,0,0,0
2023-01-04,18,6644,2023-01-04 18:00,0.6,,2.1,46,0.03,0,35.25641026,22.25641026,18,2,1,0,0,0
2023-01-04,19,6371,2023-01-04 19:00,-0.3,,1.7,50,,0,35.55,22.325,19,2,1,0,0,0
2023-01-04,20,6053,2023-01-04 20:00,-0.9,,1,56,,0,35.375,23,20,2,1,0,0,0
2023-01-04,21,5676,2023-01-04 21:00,-2.1,,1,52,,0,37.2,24.375,21,2,1,0,0,0
2023-01-04,22,5273,2023-01-04 22:00,-2.7,,1.5,54,,0,36.825,24.775,22,2,1,0,0,0
2023-01-04,23,4792,2023-01-04 23:00,-2.8,,1,56,,1,38.225,26.375,23,2,1,0,0,0
2023-01-04,24,4402,2023-01-05 0:00,-3.2,,0.8,61,,0,37.6,26.8,0,3,1,0,0,0
2023-01-05,1,4027,2023-01-05 1:00,-3.4,,1.1,61,,0,38.9,28.225,1,3,1,0,0,0
2023-01-05,2,3724,2023-01-05 2:00,-3.7,,0.7,65,,0,37.65,27.225,2,3,1,0,0,0
2023-01-05,3,3569,2023-01-05 3:00,-3.7,,1.5,65,,0,37.875,27.925,3,3,1,0,0,0
2023-01-05,4,3513,2023-01-05 4:00,-4.3,,1.1,66,,0,37.55263158,27.02564103,4,3,1,0,0,0
2023-01-05,5,3573,2023-01-05 5:00,-4.7,,2.3,67,,0,37.59459459,28.1025641,5,3,1,0,0,0
2023-01-05,6,3871,2023-01-05 6:00,-5,,2.3,69,,0,38.075,28.525,6,3,1,0,0,0
2023-01-05,7,4464,2023-01-05 7:00,-5.3,,2.5,71,,0,39.61538462,29.2,7,3,1,0,0,0
2023-01-05,8,5256,2023-01-05 8:00,-5.6,,2.2,73,0,0,40.95,29.75,8,3,1,0,0,0
2023-01-05,9,6209,2023-01-05 9:00,-4.9,,2.2,73,0.25,2,45.125,31.825,9,3,1,0,0,0
2023-01-05,10,6941,2023-01-05 10:00,-3.1,,2.4,68,0.55,8,48.7,34.5,10,3,1,0,0,0
2023-01-05,11,7221,2023-01-05 11:00,-1.2,,2.3,63,0.7,7,56.05,40.175,11,3,1,0,0,0
2023-01-05,12,7158,2023-01-05 12:00,0.2,,2.2,55,1.06,9,58.10526316,41.5,12,3,1,0,0,0
2023-01-05,13,7015,2023-01-05 13:00,1,,0.7,53,0.6,8,61.71052632,45.10526316,13,3,1,0,0,0
2023-01-05,14,6915,2023-01-05 14:00,1.5,,2.4,47,0.57,5,59.07894737,42.07894737,14,3,1,0,0,0
2023-01-05,15,6796,2023-01-05 15:00,3.1,,2.3,43,1.06,2,53.02631579,36.45945946,15,3,1,0,0,0
2023-01-05,16,6634,2023-01-05 16:00,3.2,,3.1,41,0.87,0,50.21621622,33.34210526,16,3,1,0,0,0
2023-01-05,17,6571,2023-01-05 17:00,2.1,,2.1,40,0.41,4,54.23684211,36.28205128,17,3,1,0,0,0
2023-01-05,18,6602,2023-01-05 18:00,0.9,,2.4,43,0.02,2,55.95,37.75,18,3,1,0,0,0
2023-01-05,19,6320,2023-01-05 19:00,-0.1,,1.7,46,,6,56.55,39.175,19,3,1,0,0,0
2023-01-05,20,5985,2023-01-05 20:00,-0.8,,1.4,52,,4,57.2,40.975,20,3,1,0,0,0
2023-01-05,21,5625,2023-01-05 21:00,-1.1,,1,55,,7,62.53846154,45.375,21,3,1,0,0,0
2023-01-05,22,5227,2023-01-05 22:00,-1.4,,1.3,56,,6,61.325,46.05,22,3,1,0,0,0
2023-01-05,23,4746,2023-01-05 23:00,-1.7,,0.3,59,,6,61.17948718,45.3,23,3,1,0,0,0
2023-01-05,24,4375,2023-01-06 0:00,-2.1,,1.3,62,,7,60.07692308,44.325,0,4,1,0,0,0
2023-01-06,1,3997,2023-01-06 1:00,-2.4,,1,66,,6,58.82051282,44.65,1,4,1,0,0,0
2023-01-06,2,3676,2023-01-06 2:00,-2.6,,1.8,66,,5,57.41025641,43.95,2,4,1,0,0,0
2023-01-06,3,3519,2023-01-06 3:00,-3.2,,2.1,70,,5,57.18421053,44.3,3,4,1,0,0,0
2023-01-06,4,3458,2023-01-06 4:00,-3.5,,2.1,74,,6,54.35897436,42.25,4,4,1,0,0,0
2023-01-06,5,3521,2023-01-06 5:00,-3.6,,1.8,71,,6,53.94871795,41.65,5,4,1,0,0,0
2023-01-06,6,3820,2023-01-06 6:00,-4,,1.9,72,,2,52.12820513,40.2,6,4,1,0,0,0
2023-01-06,7,4389,2023-01-06 7:00,-4.2,,1.6,77,,0,52.1025641,40.475,7,4,1,0,0,0
2023-01-06,8,5168,2023-01-06 8:00,-4.5,,2.1,75,0,0,52.53846154,40.225,8,4,1,0,0,0
2023-01-06,9,6097,2023-01-06 9:00,-3.6,,2.2,73,0.25,0,56.95,42.575,9,4,1,0,0,0
2023-01-06,10,6800,2023-01-06 10:00,-1.3,,2.8,65,0.7,7,59.64102564,44.675,10,4,1,0,0,0
2023-01-06,11,6997,2023-01-06 11:00,0.9,,1.8,59,1.28,6,67.6,50.975,11,4,1,0,0,0
2023-01-06,12,6880,2023-01-06 12:00,3.1,,1.6,54,1.66,8,69.8974359,54.15384615,12,4,1,0,0,0
2023-01-06,13,6673,2023-01-06 13:00,3.7,,2.2,51,1.57,9,72.71794872,56.25641026,13,4,1,0,0,0
2023-01-06,14,6585,2023-01-06 14:00,5.2,,1.8,50,1.39,5,73.15384615,57.35897436,14,4,1,0,0,0
2023-01-06,15,6486,2023-01-06 15:00,5.3,,2.9,59,1.05,2,83.58974359,65.64102564,15,4,1,0,0,0
2023-01-06,16,6377,2023-01-06 16:00,5.2,,1.8,58,0.67,0,90.65789474,71.1025641,16,4,1,0,0,0
2023-01-06,17,6347,2023-01-06 17:00,4.5,,1.4,63,0.2,8,99.05128205,78,17,4,1,0,0,0
2023-01-06,18,6344,2023-01-06 18:00,4.3,0,2,64,0.01,9,104.5384615,82.8974359,18,4,1,0,0,0
2023-01-06,19,6014,2023-01-06 19:00,3.8,,3.3,65,,9,107.7692308,87.325,19,4,1,0,0,0
2023-01-06,20,5687,2023-01-06 20:00,3,,3.8,65,,9,105.8974359,86.325,20,4,1,0,0,0
2023-01-06,21,5363,2023-01-06 21:00,1.6,1,2.5,88,,10,111.2105263,91.15,21,4,1,0,0,0
2023-01-06,22,5016,2023-01-06 22:00,1.3,,3.2,93,,10,114.1052632,92.625,22,4,1,0,0,0
2023-01-06,23,4590,2023-01-06 23:00,0.9,,1.7,95,,10,115.2894737,93.525,23,4,1,0,0,0
2023-01-06,24,4255,2023-01-07 0:00,1,2.9,1.3,95,,10,102.7567568,85.325,0,5,1,1,0,1
2023-01-07,1,3906,2023-01-07 1:00,1.2,,1.7,94,,0,97.94594595,80.6,1,5,1,1,0,1
2023-01-07,2,3600,2023-01-07 2:00,1.2,,0.7,95,,0,98.24324324,82.275,2,5,1,1,0,1
2023-01-07,3,3424,2023-01-07 3:00,1.6,,1,94,,10,109,89.425,3,5,1,1,0,1
2023-01-07,4,3333,2023-01-07 4:00,2.2,,2,96,,10,112.5405405,92.625,4,5,1,1,0,1
2023-01-07,5,3339,2023-01-07 5:00,2,,2.9,98,,10,122.3421053,98.575,5,5,1,1,0,1
2023-01-07,6,3487,2023-01-07 6:00,1.8,0.1,3.1,97,,10,128.4210526,105.35,6,5,1,1,0,1
2023-01-07,7,3744,2023-01-07 7:00,1.8,,2.8,97,,10,129.7777778,107.85,7,5,1,1,0,1
2023-01-07,8,4053,2023-01-07 8:00,1.6,,3.5,92,0,9,105.8157895,89.575,8,5,1,1,0,1
2023-01-07,9,4534,2023-01-07 9:00,1.6,,2.4,90,0.03,9,90.27027027,78.5,9,5,1,1,0,1
2023-01-07,10,5072,2023-01-07 10:00,1.7,,2.9,88,0.18,9,90.63157895,78.225,10,5,1,1,0,1
2023-01-07,11,5420,2023-01-07 11:00,2,,3.7,84,0.4,9,110.7692308,89.425,11,5,1,1,0,1
2023-01-07,12,5497,2023-01-07 12:00,2.4,,3.2,75,0.52,8,129.4102564,94.775,12,5,1,1,0,1
2023-01-07,13,5430,2023-01-07 13:00,3.1,,2.9,71,1.02,7,155.025641,103.5,13,5,1,1,0,1
2023-01-07,14,5300,2023-01-07 14:00,3.4,,3.7,68,1.16,5,158.5897436,106.325,14,5,1,1,0,1
2023-01-07,15,5182,2023-01-07 15:00,3.7,,3.1,66,0.63,7,152.1538462,106.55,15,5,1,1,0,1
2023-01-07,16,5108,2023-01-07 16:00,3.7,,2.3,66,0.51,7,139.5128205,103,16,5,1,1,0,1
2023-01-07,17,5089,2023-01-07 17:00,2.9,,2.5,68,0.31,3,131.9487179,100.5,17,5,1,1,0,1
2023-01-07,18,5197,2023-01-07 18:00,2,,1.5,71,0.02,1,116.7179487,89.475,18,5,1,1,0,1
2023-01-07,19,5229,2023-01-07 19:00,1.1,,1.1,74,,0,110.6153846,84.64102564,19,5,1,1,0,1
2023-01-07,20,5112,2023-01-07 20:00,0.5,,1.4,78,,0,105.6410256,80.6,20,5,1,1,0,1
2023-01-07,21,4920,2023-01-07 21:00,0.2,,1.9,82,,0,106.7692308,79.975,21,5,1,1,0,1
2023-01-07,22,4668,2023-01-07 22:00,0.1,,2.4,68,,0,105.8974359,73.625,22,5,1,1,0,1
2023-01-07,23,4362,2023-01-07 23:00,-0.9,,1,68,,0,132.5128205,70.25,23,5,1,1,0,1
2023-01-07,24,4087,2023-01-08 0:00,-1.4,,0.8,72,,0,147.0512821,64.575,0,6,1,1,0,1
2023-01-08,1,3758,2023-01-08 1:00,-1.8,,0.7,74,,0,150.0512821,64.95,1,6,1,1,0,1
2023-01-08,2,3514,2023-01-08 2:00,-2,,1.7,74,,8,145.3846154,61.475,2,6,1,1,0,1
2023-01-08,3,3361,2023-01-08 3:00,-2.4,,0.7,77,,0,148.0512821,60.05,3,6,1,1,0,1
2023-01-08,4,3284,2023-01-08 4:00,-2.8,,1.5,76,,0,145.8717949,59.325,4,6,1,1,0,1
2023-01-08,5,3290,2023-01-08 5:00,-3.1,,1.7,80,,0,147.0769231,59.25,5,6,1,1,0,1
2023-01-08,6,3423,2023-01-08 6:00,-3.2,,1.7,86,,2,141.5641026,59.175,6,6,1,1,0,1
2023-01-08,7,3634,2023-01-08 7:00,-3.2,,0.2,89,,3,140.7179487,60.15,7,6,1,1,0,1
2023-01-08,8,3892,2023-01-08 8:00,-3.7,,2.1,90,0,0,135.5641026,59.075,8,6,1,1,0,1
2023-01-08,9,4249,2023-01-08 9:00,-3.3,,2.3,90,0.25,0,136.1282051,61.35,9,6,1,1,0,1
2023-01-08,10,4576,2023-01-08 10:00,-1,,2.2,84,0.77,0,135.7692308,67.025,10,6,1,1,0,1
2023-01-08,11,4817,2023-01-08 11:00,1,,2,76,1.32,0,142.6923077,74.75,11,6,1,1,0,1
2023-01-08,12,4846,2023-01-08 12:00,2.8,,1.1,67,1.64,0,145.8717949,74.8,12,6,1,1,0,1
2023-01-08,13,4827,2023-01-08 13:00,4.2,,1.8,54,1.71,0,146.974359,68.375,13,6,1,1,0,1
2023-01-08,14,4776,2023-01-08 14:00,4.9,,1.1,52,1.62,0,133.5641026,57.325,14,6,1,1,0,1
2023-01-08,15,4717,2023-01-08 15:00,5.9,,0.9,47,1.25,0,127.1025641,52.1,15,6,1,1,0,1
2023-01-08,16,4705,2023-01-08 16:00,5.7,,1.1,49,0.65,8,120.3846154,48.475,16,6,1,1,0,1
2023-01-08,17,4797,2023-01-08 17:00,4.9,,0.9,54,0.14,9,117.8461538,48.4,17,6,1,1,0,1
2023-01-08,18,4976,2023-01-08 18:00,4,,2.5,59,0.02,5,115.025641,49.275,18,6,1,1,0,1
2023-01-08,19,5049,2023-01-08 19:00,3.5,,2.6,62,,8,115.6666667,53.25,19,6,1,1,0,1
2023-01-08,20,4959,2023-01-08 20:00,3.1,,2.9,64,,0,115.6666667,56.475,20,6,1,1,0,1
2023-01-08,21,4791,2023-01-08 21:00,3.1,,2,64,,8,115.4615385,57.475,21,6,1,1,0,1
2023-01-08,22,4547,2023-01-08 22:00,3.1,,2.4,64,,8,111.1538462,54.925,22,6,1,1,0,1
2023-01-08,23,4231,2023-01-08 23:00,3.2,,1.5,63,,8,110.1794872,54.35,23,6,1,1,0,1
2023-01-08,24,3935,2023-01-09 0:00,3.2,,2.4,64,,9,107.1025641,52.85,0,0,1,0,0,0
2023-01-09,1,3588,2023-01-09 1:00,3.2,,1.7,65,,9,106.2820513,52.25,1,0,1,0,0,0
2023-01-09,2,3358,2023-01-09 2:00,3.3,,2,65,,9,102.6153846,51.15,2,0,1,0,0,0
2023-01-09,3,3219,2023-01-09 3:00,3.4,,2.2,66,,9,103.2307692,51.9,3,0,1,0,0,0
2023-01-09,4,3165,2023-01-09 4:00,3.4,,1.4,66,,8,100.5128205,50.4,4,0,1,0,0,0
2023-01-09,5,3224,2023-01-09 5:00,3.5,,2,66,,9,101.0769231,50.625,5,0,1,0,0,0
2023-01-09,6,3517,2023-01-09 6:00,3.7,,1.6,66,,9,100.0769231,50.25,6,0,1,0,0,0
2023-01-09,7,4095,2023-01-09 7:00,3.8,,2,74,,9,104.3846154,50.7,7,0,1,0,0,0
2023-01-09,8,4856,2023-01-09 8:00,3.5,,1.9,72,0.01,8,111.2051282,49.475,8,0,1,0,0,0
2023-01-09,9,5750,2023-01-09 9:00,3.6,,1.3,74,0.1,8,125.8974359,51.125,9,0,1,0,0,0
2023-01-09,10,6408,2023-01-09 10:00,4.7,,1.5,72,0.63,0,132.6923077,51.425,10,0,1,0,0,0
2023-01-09,11,6599,2023-01-09 11:00,5.5,,3,65,1.3,0,140.5897436,52.425,11,0,1,0,0,0
2023-01-09,12,6530,2023-01-09 12:00,6.3,,2.9,59,1.72,0,139.4473684,48.87179487,12,0,1,0,0,0
2023-01-09,13,6378,2023-01-09 13:00,6.5,,3.6,51,1.89,0,126.1315789,42.05128205,13,0,1,0,0,0
2023-01-09,14,6301,2023-01-09 14:00,6.7,,4.4,51,1.79,0,107.7105263,37.05263158,14,0,1,0,0,0
2023-01-09,15,6199,2023-01-09 15:00,5.8,,3.9,51,1.52,0,96.26315789,36.81578947,15,0,1,0,0,0
2023-01-09,16,6125,2023-01-09 16:00,5.6,,3.7,46,1.06,0,88.46153846,36.28205128,16,0,1,0,0,0
2023-01-09,17,6159,2023-01-09 17:00,4.3,,3.1,45,0.46,0,78.94871795,32.53846154,17,0,1,0,0,0
2023-01-09,18,6242,2023-01-09 18:00,2.8,,3,49,0.05,0,64.41025641,25.87179487,18,0,1,0,0,0
2023-01-09,19,6053,2023-01-09 19:00,1.7,,1.1,50,,0,55.51282051,22.07692308,19,0,1,0,0,0
2023-01-09,20,5744,2023-01-09 20:00,0.8,,1,53,,0,49.66666667,20.51282051,20,0,1,0,0,0
2023-01-09,21,5411,2023-01-09 21:00,0.6,,2.7,56,,0,52,22.94871795,21,0,1,0,0,0
2023-01-09,22,5036,2023-01-09 22:00,-0.3,,2.2,58,,0,53.87179487,24.74358974,22,0,1,0,0,0
2023-01-09,23,4565,2023-01-09 23:00,-1.1,,1.7,61,,0,55.12820513,25.56410256,23,0,1,0,0,0
2023-01-09,24,4183,2023-01-10 0:00,-1.3,,1.1,60,,0,52.51282051,24.74358974,0,1,1,0,0,0
2023-01-10,1,3816,2023-01-10 1:00,-2.1,,1.3,62,,0,50.05128205,25.02564103,1,1,1,0,0,0
2023-01-10,2,3520,2023-01-10 2:00,-2.6,,1.4,67,,0,47.79487179,23.05128205,2,1,1,0,0,0
2023-01-10,3,3375,2023-01-10 3:00,-2.8,,2,70,,0,48.48717949,23.8974359,3,1,1,0,0,0
2023-01-10,4,3318,2023-01-10 4:00,-3,,0.7,72,,0,47.15384615,23.69230769,4,1,1,0,0,0
2023-01-10,5,3379,2023-01-10 5:00,-3.2,,1.8,71,,0,46.48717949,24.25641026,5,1,1,0,0,0
2023-01-10,6,3677,2023-01-10 6:00,-3.8,,2,70,,0,47.05128205,24.58974359,6,1,1,0,0,0
2023-01-10,7,4251,2023-01-10 7:00,-3.7,,2.1,73,,0,49.07692308,26.28205128,7,1,1,0,0,0
2023-01-10,8,5026,2023-01-10 8:00,-3.9,,1.6,75,0,0,50.82051282,27.1025641,8,1,1,0,0,0
2023-01-10,9,5931,2023-01-10 9:00,-3.2,,2.3,75,0.29,0,54.15384615,29.02564103,9,1,1,0,0,0
2023-01-10,10,6575,2023-01-10 10:00,-0.4,,2.2,66,0.84,0,57.74358974,30.35897436,10,1,1,0,0,0
2023-01-10,11,6774,2023-01-10 11:00,2.2,,2.3,56,1.45,0,64.31578947,34.23076923,11,1,1,0,0,0
2023-01-10,12,6647,2023-01-10 12:00,4.5,,1.1,49,1.84,0,67.21621622,35.27027027,12,1,1,0,0,0
2023-01-10,13,6434,2023-01-10 13:00,6.4,,0.7,45,1.95,0,69.34210526,35.60526316,13,1,1,0,0,0
2023-01-10,14,6304,2023-01-10 14:00,8.2,,1.6,40,1.9,0,66.78947368,33.47368421,14,1,1,0,0,0
